CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 414, 'n_oversamples': 14, 'n_iter': 27, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066891±0.0011, PRECISION: 0.009143±0.0001, PRECISION_RECALL_MIN_DEN: 0.091434±0.0013, RECALL: 0.091434±0.0013, MAP: 0.048182±0.0009, MRR: 0.048182±0.0009, NDCG: 0.058418±0.0009, F1: 0.016624±0.0002, HIT_RATE: 0.091434±0.0013, ARHR: 0.048182±0.0009, RMSE: 0.902859±0.0019, NOVELTY: 0.006104±0.0000, AVERAGE_POPULARITY: 0.342888±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.981682±0.0001, DIVERSITY_HERFINDAHL: 0.998163±0.0000, COVERAGE_ITEM: 0.489224±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135801±0.0003, SHANNON_ENTROPY: 10.171918±0.0077, 
CrossSearchBayesianSkopt: Config 112 is suboptimal. Config: {'num_factors': 576, 'n_oversamples': 30, 'n_iter': 29, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061056±0.0006, PRECISION: 0.007885±0.0001, PRECISION_RECALL_MIN_DEN: 0.078847±0.0012, RECALL: 0.078847±0.0012, MAP: 0.045471±0.0004, MRR: 0.045471±0.0004, NDCG: 0.053442±0.0005, F1: 0.014336±0.0002, HIT_RATE: 0.078847±0.0012, ARHR: 0.045471±0.0004, RMSE: 0.945155±0.0025, NOVELTY: 0.006300±0.0000, AVERAGE_POPULARITY: 0.188357±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.991033±0.0000, DIVERSITY_HERFINDAHL: 0.999098±0.0000, COVERAGE_ITEM: 0.138383±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.402654±0.0021, SHANNON_ENTROPY: 10.425571±0.0029, 
CrossSearchBayesianSkopt: Config 113 is suboptimal. Config: {'num_factors': 390, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066443±0.0009, PRECISION: 0.009131±0.0001, PRECISION_RECALL_MIN_DEN: 0.091309±0.0010, RECALL: 0.091309±0.0010, MAP: 0.047446±0.0007, MRR: 0.047446±0.0007, NDCG: 0.057828±0.0008, F1: 0.016602±0.0002, HIT_RATE: 0.091309±0.0010, ARHR: 0.047446±0.0007, RMSE: 0.901599±0.0022, NOVELTY: 0.006110±0.0000, AVERAGE_POPULARITY: 0.347736±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.980799±0.0001, DIVERSITY_HERFINDAHL: 0.998074±0.0000, COVERAGE_ITEM: 0.498048±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135864±0.0006, SHANNON_ENTROPY: 10.145550±0.0076, 
CrossSearchBayesianSkopt: Config 114 is suboptimal. Config: {'num_factors': 589, 'n_oversamples': 30, 'n_iter': 29, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070212±0.0011, PRECISION: 0.009338±0.0001, PRECISION_RECALL_MIN_DEN: 0.093382±0.0012, RECALL: 0.093382±0.0012, MAP: 0.051054±0.0008, MRR: 0.051054±0.0008, NDCG: 0.061124±0.0008, F1: 0.016979±0.0002, HIT_RATE: 0.093382±0.0012, ARHR: 0.051054±0.0008, RMSE: 0.912076±0.0023, NOVELTY: 0.006184±0.0000, AVERAGE_POPULARITY: 0.288336±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.988067±0.0000, DIVERSITY_HERFINDAHL: 0.998801±0.0000, COVERAGE_ITEM: 0.455431±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.154561±0.0007, SHANNON_ENTROPY: 10.533369±0.0021, 
CrossSearchBayesianSkopt: Config 115 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070748±0.0007, PRECISION: 0.009289±0.0001, PRECISION_RECALL_MIN_DEN: 0.092892±0.0006, RECALL: 0.092892±0.0006, MAP: 0.052054±0.0007, MRR: 0.052054±0.0007, NDCG: 0.061784±0.0006, F1: 0.016889±0.0001, HIT_RATE: 0.092892±0.0006, ARHR: 0.052054±0.0007, RMSE: 0.917507±0.0026, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254240±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990648±0.0000, DIVERSITY_HERFINDAHL: 0.999059±0.0000, COVERAGE_ITEM: 0.454869±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173296±0.0004, SHANNON_ENTROPY: 10.783624±0.0033, 
CrossSearchBayesianSkopt: Config 116 is suboptimal. Config: {'num_factors': 349, 'n_oversamples': 29, 'n_iter': 30, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061584±0.0006, PRECISION: 0.008027±0.0001, PRECISION_RECALL_MIN_DEN: 0.080271±0.0006, RECALL: 0.080271±0.0006, MAP: 0.045268±0.0008, MRR: 0.045268±0.0008, NDCG: 0.053625±0.0006, F1: 0.014595±0.0001, HIT_RATE: 0.080271±0.0006, ARHR: 0.045268±0.0008, RMSE: 0.944951±0.0024, NOVELTY: 0.006064±0.0000, AVERAGE_POPULARITY: 0.252127±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.986264±0.0001, DIVERSITY_HERFINDAHL: 0.998621±0.0000, COVERAGE_ITEM: 0.093117±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.393047±0.0023, SHANNON_ENTROPY: 9.820897±0.0033, 
CrossSearchBayesianSkopt: Config 117 is suboptimal. Config: {'num_factors': 546, 'n_oversamples': 1, 'n_iter': 29, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.069724±0.0013, PRECISION: 0.009335±0.0001, PRECISION_RECALL_MIN_DEN: 0.093348±0.0014, RECALL: 0.093348±0.0014, MAP: 0.050523±0.0011, MRR: 0.050523±0.0011, NDCG: 0.060701±0.0011, F1: 0.016972±0.0003, HIT_RATE: 0.093348±0.0014, ARHR: 0.050523±0.0011, RMSE: 0.909968±0.0023, NOVELTY: 0.006155±0.0000, AVERAGE_POPULARITY: 0.302545±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.986737±0.0000, DIVERSITY_HERFINDAHL: 0.998668±0.0000, COVERAGE_ITEM: 0.458232±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.148319±0.0004, SHANNON_ENTROPY: 10.434023±0.0036, 
CrossSearchBayesianSkopt: Config 118 is suboptimal. Config: {'num_factors': 642, 'n_oversamples': 2, 'n_iter': 1, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.060899±0.0005, PRECISION: 0.007975±0.0001, PRECISION_RECALL_MIN_DEN: 0.079747±0.0007, RECALL: 0.079747±0.0007, MAP: 0.045610±0.0005, MRR: 0.045610±0.0005, NDCG: 0.053726±0.0005, F1: 0.014499±0.0001, HIT_RATE: 0.079747±0.0007, ARHR: 0.045610±0.0005, RMSE: 0.894767±0.0022, NOVELTY: 0.005981±0.0000, AVERAGE_POPULARITY: 0.338356±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.984252±0.0001, DIVERSITY_HERFINDAHL: 0.998420±0.0000, COVERAGE_ITEM: 0.371300±0.0048, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137057±0.0005, SHANNON_ENTROPY: 10.104766±0.0095, 
CrossSearchBayesianSkopt: Config 119 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070664±0.0006, PRECISION: 0.009338±0.0001, PRECISION_RECALL_MIN_DEN: 0.093382±0.0005, RECALL: 0.093382±0.0005, MAP: 0.052070±0.0007, MRR: 0.052070±0.0007, NDCG: 0.061896±0.0005, F1: 0.016979±0.0001, HIT_RATE: 0.093382±0.0005, ARHR: 0.052070±0.0007, RMSE: 0.917205±0.0028, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254196±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990652±0.0000, DIVERSITY_HERFINDAHL: 0.999060±0.0000, COVERAGE_ITEM: 0.454328±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173382±0.0005, SHANNON_ENTROPY: 10.783348±0.0027, 
CrossSearchBayesianSkopt: Config 120 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070519±0.0006, PRECISION: 0.009293±0.0001, PRECISION_RECALL_MIN_DEN: 0.092926±0.0007, RECALL: 0.092926±0.0007, MAP: 0.051960±0.0007, MRR: 0.051960±0.0007, NDCG: 0.061710±0.0006, F1: 0.016896±0.0001, HIT_RATE: 0.092926±0.0007, ARHR: 0.051960±0.0007, RMSE: 0.917224±0.0025, NOVELTY: 0.006270±0.0000, AVERAGE_POPULARITY: 0.254046±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990656±0.0000, DIVERSITY_HERFINDAHL: 0.999060±0.0000, COVERAGE_ITEM: 0.454858±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173333±0.0005, SHANNON_ENTROPY: 10.784072±0.0032, 
CrossSearchBayesianSkopt: Config 121 is suboptimal. Config: {'num_factors': 695, 'n_oversamples': 1, 'n_iter': 2, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.063991±0.0006, PRECISION: 0.008144±0.0001, PRECISION_RECALL_MIN_DEN: 0.081444±0.0006, RECALL: 0.081444±0.0006, MAP: 0.048265±0.0006, MRR: 0.048265±0.0006, NDCG: 0.056205±0.0006, F1: 0.014808±0.0001, HIT_RATE: 0.081444±0.0006, ARHR: 0.048265±0.0006, RMSE: 0.924702±0.0028, NOVELTY: 0.006198±0.0000, AVERAGE_POPULARITY: 0.220043±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.990689±0.0000, DIVERSITY_HERFINDAHL: 0.999063±0.0000, COVERAGE_ITEM: 0.152809±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.354203±0.0013, SHANNON_ENTROPY: 10.391839±0.0031, 
CrossSearchBayesianSkopt: Config 122 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070693±0.0006, PRECISION: 0.009334±0.0001, PRECISION_RECALL_MIN_DEN: 0.093336±0.0008, RECALL: 0.093336±0.0008, MAP: 0.051955±0.0007, MRR: 0.051955±0.0007, NDCG: 0.061802±0.0006, F1: 0.016970±0.0001, HIT_RATE: 0.093336±0.0008, ARHR: 0.051955±0.0007, RMSE: 0.917243±0.0022, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254319±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990645±0.0000, DIVERSITY_HERFINDAHL: 0.999059±0.0000, COVERAGE_ITEM: 0.455583±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173148±0.0004, SHANNON_ENTROPY: 10.783714±0.0028, 
CrossSearchBayesianSkopt: Config 123 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070727±0.0006, PRECISION: 0.009335±0.0001, PRECISION_RECALL_MIN_DEN: 0.093348±0.0008, RECALL: 0.093348±0.0008, MAP: 0.052144±0.0006, MRR: 0.052144±0.0006, NDCG: 0.061945±0.0006, F1: 0.016972±0.0002, HIT_RATE: 0.093348±0.0008, ARHR: 0.052144±0.0006, RMSE: 0.917301±0.0028, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254219±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990660±0.0000, DIVERSITY_HERFINDAHL: 0.999060±0.0000, COVERAGE_ITEM: 0.455323±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173230±0.0004, SHANNON_ENTROPY: 10.784913±0.0030, 
CrossSearchBayesianSkopt: Config 124 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070609±0.0006, PRECISION: 0.009290±0.0001, PRECISION_RECALL_MIN_DEN: 0.092904±0.0010, RECALL: 0.092904±0.0010, MAP: 0.052142±0.0005, MRR: 0.052142±0.0005, NDCG: 0.061843±0.0005, F1: 0.016892±0.0002, HIT_RATE: 0.092904±0.0010, ARHR: 0.052142±0.0005, RMSE: 0.917344±0.0028, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254438±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.990643±0.0000, DIVERSITY_HERFINDAHL: 0.999059±0.0000, COVERAGE_ITEM: 0.455150±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173298±0.0001, SHANNON_ENTROPY: 10.783895±0.0028, 
CrossSearchBayesianSkopt: New best config found. Config 125: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070922±0.0007, PRECISION: 0.009344±0.0001, PRECISION_RECALL_MIN_DEN: 0.093439±0.0008, RECALL: 0.093439±0.0008, MAP: 0.052235±0.0007, MRR: 0.052235±0.0007, NDCG: 0.062041±0.0007, F1: 0.016989±0.0001, HIT_RATE: 0.093439±0.0008, ARHR: 0.052235±0.0007, RMSE: 0.917142±0.0028, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254322±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990639±0.0000, DIVERSITY_HERFINDAHL: 0.999058±0.0000, COVERAGE_ITEM: 0.454923±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173156±0.0005, SHANNON_ENTROPY: 10.782252±0.0041, 
CrossSearchBayesianSkopt: Config 126 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 7, 'n_iter': 30, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063505±0.0007, PRECISION: 0.008215±0.0001, PRECISION_RECALL_MIN_DEN: 0.082151±0.0008, RECALL: 0.082151±0.0008, MAP: 0.047063±0.0006, MRR: 0.047063±0.0006, NDCG: 0.055445±0.0006, F1: 0.014936±0.0002, HIT_RATE: 0.082151±0.0008, ARHR: 0.047063±0.0006, RMSE: 0.931563±0.0012, NOVELTY: 0.006299±0.0000, AVERAGE_POPULARITY: 0.212588±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990416±0.0000, DIVERSITY_HERFINDAHL: 0.999036±0.0000, COVERAGE_ITEM: 0.396377±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.170122±0.0008, SHANNON_ENTROPY: 10.611460±0.0053, 
CrossSearchBayesianSkopt: Config 127 is suboptimal. Config: {'num_factors': 559, 'n_oversamples': 3, 'n_iter': 30, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061195±0.0004, PRECISION: 0.007918±0.0001, PRECISION_RECALL_MIN_DEN: 0.079178±0.0009, RECALL: 0.079178±0.0009, MAP: 0.045578±0.0002, MRR: 0.045578±0.0002, NDCG: 0.053599±0.0003, F1: 0.014396±0.0002, HIT_RATE: 0.079178±0.0009, ARHR: 0.045578±0.0002, RMSE: 0.944680±0.0028, NOVELTY: 0.006283±0.0000, AVERAGE_POPULARITY: 0.192431±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.990771±0.0000, DIVERSITY_HERFINDAHL: 0.999071±0.0000, COVERAGE_ITEM: 0.135031±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.401180±0.0015, SHANNON_ENTROPY: 10.385313±0.0052, 
CrossSearchBayesianSkopt: Config 128 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070753±0.0006, PRECISION: 0.009326±0.0001, PRECISION_RECALL_MIN_DEN: 0.093257±0.0009, RECALL: 0.093257±0.0009, MAP: 0.052064±0.0007, MRR: 0.052064±0.0007, NDCG: 0.061870±0.0005, F1: 0.016956±0.0002, HIT_RATE: 0.093257±0.0009, ARHR: 0.052064±0.0007, RMSE: 0.917379±0.0029, NOVELTY: 0.006270±0.0000, AVERAGE_POPULARITY: 0.254110±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990655±0.0000, DIVERSITY_HERFINDAHL: 0.999060±0.0000, COVERAGE_ITEM: 0.454555±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173341±0.0005, SHANNON_ENTROPY: 10.783684±0.0026, 
CrossSearchBayesianSkopt: Config 129 is suboptimal. Config: {'num_factors': 166, 'n_oversamples': 2, 'n_iter': 30, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.058207±0.0007, PRECISION: 0.007876±0.0000, PRECISION_RECALL_MIN_DEN: 0.078756±0.0004, RECALL: 0.078756±0.0004, MAP: 0.042742±0.0009, MRR: 0.042742±0.0009, NDCG: 0.051263±0.0007, F1: 0.014319±0.0001, HIT_RATE: 0.078756±0.0004, ARHR: 0.042742±0.0009, RMSE: 0.943006±0.0016, NOVELTY: 0.005778±0.0000, AVERAGE_POPULARITY: 0.362152±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.974457±0.0001, DIVERSITY_HERFINDAHL: 0.997440±0.0000, COVERAGE_ITEM: 0.055150±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.370404±0.0036, SHANNON_ENTROPY: 8.988221±0.0049, 
CrossSearchBayesianSkopt: Config 130 is suboptimal. Config: {'num_factors': 404, 'n_oversamples': 1, 'n_iter': 29, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067056±0.0012, PRECISION: 0.009172±0.0001, PRECISION_RECALL_MIN_DEN: 0.091719±0.0015, RECALL: 0.091719±0.0015, MAP: 0.048096±0.0008, MRR: 0.048096±0.0008, NDCG: 0.058423±0.0010, F1: 0.016676±0.0003, HIT_RATE: 0.091719±0.0015, ARHR: 0.048096±0.0008, RMSE: 0.902284±0.0020, NOVELTY: 0.006106±0.0000, AVERAGE_POPULARITY: 0.344984±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.981348±0.0001, DIVERSITY_HERFINDAHL: 0.998129±0.0000, COVERAGE_ITEM: 0.493852±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135793±0.0006, SHANNON_ENTROPY: 10.162557±0.0065, 
CrossSearchBayesianSkopt: Config 131 is suboptimal. Config: {'num_factors': 496, 'n_oversamples': 30, 'n_iter': 1, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.058784±0.0011, PRECISION: 0.007820±0.0002, PRECISION_RECALL_MIN_DEN: 0.078198±0.0015, RECALL: 0.078198±0.0015, MAP: 0.043748±0.0009, MRR: 0.043748±0.0009, NDCG: 0.051913±0.0010, F1: 0.014218±0.0003, HIT_RATE: 0.078198±0.0015, ARHR: 0.043748±0.0009, RMSE: 0.895566±0.0030, NOVELTY: 0.005919±0.0000, AVERAGE_POPULARITY: 0.365917±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.980759±0.0001, DIVERSITY_HERFINDAHL: 0.998070±0.0000, COVERAGE_ITEM: 0.372220±0.0052, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122248±0.0007, SHANNON_ENTROPY: 9.862847±0.0059, 
CrossSearchBayesianSkopt: Config 132 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070761±0.0006, PRECISION: 0.009332±0.0001, PRECISION_RECALL_MIN_DEN: 0.093325±0.0011, RECALL: 0.093325±0.0011, MAP: 0.052002±0.0006, MRR: 0.052002±0.0006, NDCG: 0.061838±0.0006, F1: 0.016968±0.0002, HIT_RATE: 0.093325±0.0011, ARHR: 0.052002±0.0006, RMSE: 0.917169±0.0030, NOVELTY: 0.006270±0.0000, AVERAGE_POPULARITY: 0.254242±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.990655±0.0000, DIVERSITY_HERFINDAHL: 0.999060±0.0000, COVERAGE_ITEM: 0.455539±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173319±0.0004, SHANNON_ENTROPY: 10.785470±0.0011, 
CrossSearchBayesianSkopt: Config 133 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070846±0.0007, PRECISION: 0.009340±0.0001, PRECISION_RECALL_MIN_DEN: 0.093405±0.0008, RECALL: 0.093405±0.0008, MAP: 0.052096±0.0007, MRR: 0.052096±0.0007, NDCG: 0.061929±0.0006, F1: 0.016983±0.0001, HIT_RATE: 0.093405±0.0008, ARHR: 0.052096±0.0007, RMSE: 0.916811±0.0029, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254283±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990648±0.0000, DIVERSITY_HERFINDAHL: 0.999059±0.0000, COVERAGE_ITEM: 0.454371±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173384±0.0003, SHANNON_ENTROPY: 10.783036±0.0026, 
CrossSearchBayesianSkopt: Config 134 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070756±0.0008, PRECISION: 0.009334±0.0001, PRECISION_RECALL_MIN_DEN: 0.093336±0.0010, RECALL: 0.093336±0.0010, MAP: 0.052097±0.0008, MRR: 0.052097±0.0008, NDCG: 0.061908±0.0008, F1: 0.016970±0.0002, HIT_RATE: 0.093336±0.0010, ARHR: 0.052097±0.0008, RMSE: 0.916998±0.0032, NOVELTY: 0.006269±0.0000, AVERAGE_POPULARITY: 0.254469±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990640±0.0000, DIVERSITY_HERFINDAHL: 0.999058±0.0000, COVERAGE_ITEM: 0.454566±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173218±0.0006, SHANNON_ENTROPY: 10.782097±0.0027, 
CrossSearchBayesianSkopt: Config 135 is suboptimal. Config: {'num_factors': 696, 'n_oversamples': 1, 'n_iter': 28, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.060164±0.0006, PRECISION: 0.007707±0.0001, PRECISION_RECALL_MIN_DEN: 0.077070±0.0009, RECALL: 0.077070±0.0009, MAP: 0.045177±0.0004, MRR: 0.045177±0.0004, NDCG: 0.052800±0.0005, F1: 0.014013±0.0002, HIT_RATE: 0.077070±0.0009, ARHR: 0.045177±0.0004, RMSE: 0.944904±0.0028, NOVELTY: 0.006398±0.0000, AVERAGE_POPULARITY: 0.166945±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.992397±0.0000, DIVERSITY_HERFINDAHL: 0.999234±0.0000, COVERAGE_ITEM: 0.162379±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.404018±0.0024, SHANNON_ENTROPY: 10.660028±0.0032, 
CrossSearchBayesianSkopt: Config 136 is suboptimal. Config: {'num_factors': 356, 'n_oversamples': 1, 'n_iter': 29, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061786±0.0005, PRECISION: 0.008025±0.0000, PRECISION_RECALL_MIN_DEN: 0.080248±0.0003, RECALL: 0.080248±0.0003, MAP: 0.045547±0.0008, MRR: 0.045547±0.0008, NDCG: 0.053834±0.0006, F1: 0.014591±0.0001, HIT_RATE: 0.080248±0.0003, ARHR: 0.045547±0.0008, RMSE: 0.944604±0.0025, NOVELTY: 0.006072±0.0000, AVERAGE_POPULARITY: 0.249703±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.986487±0.0001, DIVERSITY_HERFINDAHL: 0.998643±0.0000, COVERAGE_ITEM: 0.094404±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.393687±0.0024, SHANNON_ENTROPY: 9.842719±0.0034, 
CrossSearchBayesianSkopt: Config 137 is suboptimal. Config: {'num_factors': 699, 'n_oversamples': 8, 'n_iter': 29, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063467±0.0006, PRECISION: 0.008238±0.0001, PRECISION_RECALL_MIN_DEN: 0.082378±0.0006, RECALL: 0.082378±0.0006, MAP: 0.047106±0.0004, MRR: 0.047106±0.0004, NDCG: 0.055524±0.0004, F1: 0.014978±0.0001, HIT_RATE: 0.082378±0.0006, ARHR: 0.047106±0.0004, RMSE: 0.931562±0.0012, NOVELTY: 0.006299±0.0000, AVERAGE_POPULARITY: 0.212832±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.990396±0.0000, DIVERSITY_HERFINDAHL: 0.999034±0.0000, COVERAGE_ITEM: 0.396626±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.169868±0.0009, SHANNON_ENTROPY: 10.609340±0.0022, 
CrossSearchBayesianSkopt: Config 138 is suboptimal. Config: {'num_factors': 377, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'none'} - results: ROC_AUC: 0.060646±0.0010, PRECISION: 0.008229±0.0001, PRECISION_RECALL_MIN_DEN: 0.082287±0.0011, RECALL: 0.082287±0.0011, MAP: 0.044134±0.0008, MRR: 0.044134±0.0008, NDCG: 0.053169±0.0008, F1: 0.014961±0.0002, HIT_RATE: 0.082287±0.0011, ARHR: 0.044134±0.0008, RMSE: 0.933115±0.0007, NOVELTY: 0.005954±0.0000, AVERAGE_POPULARITY: 0.348982±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.978283±0.0001, DIVERSITY_HERFINDAHL: 0.997823±0.0000, COVERAGE_ITEM: 0.383163±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.110962±0.0004, SHANNON_ENTROPY: 9.652352±0.0062, 
CrossSearchBayesianSkopt: Config 139 is suboptimal. Config: {'num_factors': 696, 'n_oversamples': 29, 'n_iter': 2, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.069276±0.0009, PRECISION: 0.009105±0.0001, PRECISION_RECALL_MIN_DEN: 0.091047±0.0014, RECALL: 0.091047±0.0014, MAP: 0.051330±0.0008, MRR: 0.051330±0.0008, NDCG: 0.060782±0.0009, F1: 0.016554±0.0003, HIT_RATE: 0.091047±0.0014, ARHR: 0.051330±0.0008, RMSE: 0.902580±0.0030, NOVELTY: 0.006149±0.0000, AVERAGE_POPULARITY: 0.291751±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.988359±0.0000, DIVERSITY_HERFINDAHL: 0.998830±0.0000, COVERAGE_ITEM: 0.444250±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155475±0.0007, SHANNON_ENTROPY: 10.540343±0.0026, 
