CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 547, 'shrink': 603, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4283654890234154, 'feature_weighting': 'none'} - results: ROC_AUC: 0.053363±0.0012, PRECISION: 0.007358±0.0002, PRECISION_RECALL_MIN_DEN: 0.073585±0.0015, RECALL: 0.073585±0.0015, MAP: 0.039614±0.0010, MRR: 0.039614±0.0010, NDCG: 0.047604±0.0011, F1: 0.013379±0.0003, HIT_RATE: 0.073585±0.0015, ARHR: 0.039614±0.0010, RMSE: 0.957146±0.0003, NOVELTY: 0.005198±0.0000, AVERAGE_POPULARITY: 0.686627±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.800476±0.0005, DIVERSITY_HERFINDAHL: 0.980043±0.0000, COVERAGE_ITEM: 0.269889±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.062608±0.0005, SHANNON_ENTROPY: 7.121471±0.0073, 
CrossSearchBayesianSkopt: Config 108 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8239139265035066, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.074640±0.0010, PRECISION: 0.010001±0.0001, PRECISION_RECALL_MIN_DEN: 0.100011±0.0010, RECALL: 0.100011±0.0010, MAP: 0.054218±0.0007, MRR: 0.054218±0.0007, NDCG: 0.065094±0.0007, F1: 0.018184±0.0002, HIT_RATE: 0.100011±0.0010, ARHR: 0.054218±0.0007, RMSE: 0.822000±0.0014, NOVELTY: 0.006659±0.0000, AVERAGE_POPULARITY: 0.246943±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.988464±0.0001, DIVERSITY_HERFINDAHL: 0.998841±0.0000, COVERAGE_ITEM: 0.654112±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.309019±0.0003, SHANNON_ENTROPY: 11.645301±0.0050, 
CrossSearchBayesianSkopt: New best config found. Config 109: {'topK': 29, 'shrink': 1988, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.021751955848037467, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.076773±0.0004, PRECISION: 0.010148±0.0001, PRECISION_RECALL_MIN_DEN: 0.101481±0.0007, RECALL: 0.101481±0.0007, MAP: 0.056034±0.0004, MRR: 0.056034±0.0004, NDCG: 0.066857±0.0003, F1: 0.018451±0.0001, HIT_RATE: 0.101481±0.0007, ARHR: 0.056034±0.0004, RMSE: 0.934315±0.0012, NOVELTY: 0.006756±0.0000, AVERAGE_POPULARITY: 0.216212±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.991656±0.0001, DIVERSITY_HERFINDAHL: 0.999160±0.0000, COVERAGE_ITEM: 0.639027±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.333885±0.0009, SHANNON_ENTROPY: 11.892417±0.0069, 
CrossSearchBayesianSkopt: Config 110 is suboptimal. Config: {'topK': 955, 'shrink': 71, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.015429353165760776, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072082±0.0017, PRECISION: 0.009827±0.0002, PRECISION_RECALL_MIN_DEN: 0.098269±0.0018, RECALL: 0.098269±0.0018, MAP: 0.052496±0.0013, MRR: 0.052496±0.0013, NDCG: 0.063323±0.0014, F1: 0.017867±0.0003, HIT_RATE: 0.098269±0.0018, ARHR: 0.052496±0.0013, RMSE: 17.766477±0.0743, NOVELTY: 0.005558±0.0000, AVERAGE_POPULARITY: 0.535898±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.918637±0.0003, DIVERSITY_HERFINDAHL: 0.991858±0.0000, COVERAGE_ITEM: 0.436648±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105195±0.0003, SHANNON_ENTROPY: 8.768774±0.0060, 
CrossSearchBayesianSkopt: Config 111 is suboptimal. Config: {'topK': 927, 'shrink': 1995, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.004837246242598293, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067019±0.0010, PRECISION: 0.009172±0.0001, PRECISION_RECALL_MIN_DEN: 0.091719±0.0013, RECALL: 0.091719±0.0013, MAP: 0.049411±0.0011, MRR: 0.049411±0.0011, NDCG: 0.059387±0.0011, F1: 0.016676±0.0002, HIT_RATE: 0.091719±0.0013, ARHR: 0.049411±0.0011, RMSE: 0.798122±0.0018, NOVELTY: 0.005501±0.0000, AVERAGE_POPULARITY: 0.544173±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.917538±0.0004, DIVERSITY_HERFINDAHL: 0.991749±0.0000, COVERAGE_ITEM: 0.385401±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.096974±0.0005, SHANNON_ENTROPY: 8.633798±0.0023, 
CrossSearchBayesianSkopt: Config 112 is suboptimal. Config: {'topK': 824, 'shrink': 1986, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.03580623913497428, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072439±0.0016, PRECISION: 0.009846±0.0002, PRECISION_RECALL_MIN_DEN: 0.098462±0.0020, RECALL: 0.098462±0.0020, MAP: 0.052731±0.0012, MRR: 0.052731±0.0012, NDCG: 0.063555±0.0013, F1: 0.017902±0.0004, HIT_RATE: 0.098462±0.0020, ARHR: 0.052731±0.0012, RMSE: 0.885105±0.0034, NOVELTY: 0.005573±0.0000, AVERAGE_POPULARITY: 0.529350±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.921768±0.0003, DIVERSITY_HERFINDAHL: 0.992172±0.0000, COVERAGE_ITEM: 0.440530±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107420±0.0003, SHANNON_ENTROPY: 8.833802±0.0060, 
CrossSearchBayesianSkopt: Config 113 is suboptimal. Config: {'topK': 998, 'shrink': 34, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9929525298077195, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072019±0.0017, PRECISION: 0.009837±0.0002, PRECISION_RECALL_MIN_DEN: 0.098371±0.0019, RECALL: 0.098371±0.0019, MAP: 0.052481±0.0014, MRR: 0.052481±0.0014, NDCG: 0.063332±0.0014, F1: 0.017886±0.0003, HIT_RATE: 0.098371±0.0019, ARHR: 0.052481±0.0014, RMSE: 37.859504±0.1540, NOVELTY: 0.005553±0.0000, AVERAGE_POPULARITY: 0.537800±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.917718±0.0004, DIVERSITY_HERFINDAHL: 0.991767±0.0000, COVERAGE_ITEM: 0.435523±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.104537±0.0003, SHANNON_ENTROPY: 8.749837±0.0066, 
CrossSearchBayesianSkopt: Config 114 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7276202995662437, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.057341±0.0004, PRECISION: 0.006879±0.0001, PRECISION_RECALL_MIN_DEN: 0.068789±0.0007, RECALL: 0.068789±0.0007, MAP: 0.044607±0.0005, MRR: 0.044607±0.0005, NDCG: 0.050471±0.0004, F1: 0.012507±0.0001, HIT_RATE: 0.068789±0.0007, ARHR: 0.044607±0.0005, RMSE: 0.959653±0.0005, NOVELTY: 0.007419±0.0000, AVERAGE_POPULARITY: 0.105069±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.918678±0.0009, DIVERSITY_HERFINDAHL: 0.991863±0.0001, COVERAGE_ITEM: 0.576361±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.230630±0.0010, SHANNON_ENTROPY: 10.463422±0.0126, 
CrossSearchBayesianSkopt: Config 115 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6964122284689999, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075511±0.0010, PRECISION: 0.010128±0.0001, PRECISION_RECALL_MIN_DEN: 0.101276±0.0012, RECALL: 0.101276±0.0012, MAP: 0.054828±0.0009, MRR: 0.054828±0.0009, NDCG: 0.065856±0.0009, F1: 0.018414±0.0002, HIT_RATE: 0.101276±0.0012, ARHR: 0.054828±0.0009, RMSE: 0.824449±0.0014, NOVELTY: 0.006537±0.0000, AVERAGE_POPULARITY: 0.277929±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.985115±0.0001, DIVERSITY_HERFINDAHL: 0.998506±0.0000, COVERAGE_ITEM: 0.646705±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.286181±0.0006, SHANNON_ENTROPY: 11.408044±0.0074, 
CrossSearchBayesianSkopt: Config 116 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6975483107837743, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075517±0.0010, PRECISION: 0.010124±0.0001, PRECISION_RECALL_MIN_DEN: 0.101242±0.0012, RECALL: 0.101242±0.0012, MAP: 0.054840±0.0009, MRR: 0.054840±0.0009, NDCG: 0.065859±0.0009, F1: 0.018408±0.0002, HIT_RATE: 0.101242±0.0012, ARHR: 0.054840±0.0009, RMSE: 0.824426±0.0014, NOVELTY: 0.006538±0.0000, AVERAGE_POPULARITY: 0.277681±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.985143±0.0001, DIVERSITY_HERFINDAHL: 0.998509±0.0000, COVERAGE_ITEM: 0.646759±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.286391±0.0006, SHANNON_ENTROPY: 11.410106±0.0073, 
CrossSearchBayesianSkopt: Config 117 is suboptimal. Config: {'topK': 950, 'shrink': 954, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.035960649668454144, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.073532±0.0008, PRECISION: 0.009938±0.0001, PRECISION_RECALL_MIN_DEN: 0.099385±0.0010, RECALL: 0.099385±0.0010, MAP: 0.053563±0.0008, MRR: 0.053563±0.0008, NDCG: 0.064415±0.0008, F1: 0.018070±0.0002, HIT_RATE: 0.099385±0.0010, ARHR: 0.053563±0.0008, RMSE: 0.829783±0.0018, NOVELTY: 0.006106±0.0000, AVERAGE_POPULARITY: 0.374773±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.970157±0.0003, DIVERSITY_HERFINDAHL: 0.997010±0.0000, COVERAGE_ITEM: 0.586267±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.207078±0.0008, SHANNON_ENTROPY: 10.538820±0.0106, 
CrossSearchBayesianSkopt: Config 118 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6896379359770368, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075570±0.0010, PRECISION: 0.010131±0.0001, PRECISION_RECALL_MIN_DEN: 0.101310±0.0012, RECALL: 0.101310±0.0012, MAP: 0.054885±0.0009, MRR: 0.054885±0.0009, NDCG: 0.065908±0.0009, F1: 0.018420±0.0002, HIT_RATE: 0.101310±0.0012, ARHR: 0.054885±0.0009, RMSE: 0.824579±0.0013, NOVELTY: 0.006530±0.0000, AVERAGE_POPULARITY: 0.279604±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.984915±0.0001, DIVERSITY_HERFINDAHL: 0.998486±0.0000, COVERAGE_ITEM: 0.646304±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.284808±0.0006, SHANNON_ENTROPY: 11.394433±0.0070, 
CrossSearchBayesianSkopt: Config 119 is suboptimal. Config: {'topK': 983, 'shrink': 1990, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1924787471047946, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072023±0.0017, PRECISION: 0.009831±0.0002, PRECISION_RECALL_MIN_DEN: 0.098314±0.0019, RECALL: 0.098314±0.0019, MAP: 0.052486±0.0014, MRR: 0.052486±0.0014, NDCG: 0.063323±0.0014, F1: 0.017875±0.0003, HIT_RATE: 0.098314±0.0019, ARHR: 0.052486±0.0014, RMSE: 0.881527±0.0037, NOVELTY: 0.005555±0.0000, AVERAGE_POPULARITY: 0.537157±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.918004±0.0004, DIVERSITY_HERFINDAHL: 0.991795±0.0000, COVERAGE_ITEM: 0.435902±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.104773±0.0003, SHANNON_ENTROPY: 8.756246±0.0065, 
CrossSearchBayesianSkopt: Config 120 is suboptimal. Config: {'topK': 32, 'shrink': 1053, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.027933356654767046, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.076048±0.0009, PRECISION: 0.010298±0.0001, PRECISION_RECALL_MIN_DEN: 0.102984±0.0011, RECALL: 0.102984±0.0011, MAP: 0.055432±0.0008, MRR: 0.055432±0.0008, NDCG: 0.066690±0.0008, F1: 0.018724±0.0002, HIT_RATE: 0.102984±0.0011, ARHR: 0.055432±0.0008, RMSE: 1.198222±0.0068, NOVELTY: 0.006083±0.0000, AVERAGE_POPULARITY: 0.347006±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.977265±0.0002, DIVERSITY_HERFINDAHL: 0.997721±0.0000, COVERAGE_ITEM: 0.552387±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.180777±0.0009, SHANNON_ENTROPY: 10.489571±0.0118, 
CrossSearchBayesianSkopt: Config 121 is suboptimal. Config: {'topK': 1000, 'shrink': 1962, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6585344543838529, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075597±0.0010, PRECISION: 0.010150±0.0001, PRECISION_RECALL_MIN_DEN: 0.101504±0.0012, RECALL: 0.101504±0.0012, MAP: 0.054892±0.0009, MRR: 0.054892±0.0009, NDCG: 0.065957±0.0009, F1: 0.018455±0.0002, HIT_RATE: 0.101504±0.0012, ARHR: 0.054892±0.0009, RMSE: 0.824451±0.0014, NOVELTY: 0.006512±0.0000, AVERAGE_POPULARITY: 0.284933±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.984228±0.0001, DIVERSITY_HERFINDAHL: 0.998417±0.0000, COVERAGE_ITEM: 0.645255±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.281629±0.0006, SHANNON_ENTROPY: 11.355154±0.0073, 
CrossSearchBayesianSkopt: Config 122 is suboptimal. Config: {'topK': 994, 'shrink': 1075, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.007074744427165049, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066843±0.0009, PRECISION: 0.009187±0.0001, PRECISION_RECALL_MIN_DEN: 0.091867±0.0012, RECALL: 0.091867±0.0012, MAP: 0.049097±0.0010, MRR: 0.049097±0.0010, NDCG: 0.059179±0.0010, F1: 0.016703±0.0002, HIT_RATE: 0.091867±0.0012, ARHR: 0.049097±0.0010, RMSE: 0.800937±0.0025, NOVELTY: 0.005594±0.0000, AVERAGE_POPULARITY: 0.517156±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.928960±0.0004, DIVERSITY_HERFINDAHL: 0.992891±0.0000, COVERAGE_ITEM: 0.444553±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.110578±0.0004, SHANNON_ENTROPY: 8.967953±0.0041, 
CrossSearchBayesianSkopt: Config 123 is suboptimal. Config: {'topK': 984, 'shrink': 1969, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9688699624894868, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072014±0.0017, PRECISION: 0.009833±0.0002, PRECISION_RECALL_MIN_DEN: 0.098326±0.0019, RECALL: 0.098326±0.0019, MAP: 0.052486±0.0014, MRR: 0.052486±0.0014, NDCG: 0.063325±0.0014, F1: 0.017877±0.0003, HIT_RATE: 0.098326±0.0019, ARHR: 0.052486±0.0014, RMSE: 0.884180±0.0037, NOVELTY: 0.005555±0.0000, AVERAGE_POPULARITY: 0.537189±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.917992±0.0004, DIVERSITY_HERFINDAHL: 0.991794±0.0000, COVERAGE_ITEM: 0.435858±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.104769±0.0003, SHANNON_ENTROPY: 8.755982±0.0065, 
CrossSearchBayesianSkopt: Config 124 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.058563±0.0008, PRECISION: 0.007057±0.0001, PRECISION_RECALL_MIN_DEN: 0.070566±0.0013, RECALL: 0.070566±0.0013, MAP: 0.045059±0.0005, MRR: 0.045059±0.0005, NDCG: 0.051247±0.0007, F1: 0.012830±0.0002, HIT_RATE: 0.070566±0.0013, ARHR: 0.045059±0.0005, RMSE: 1.022585±0.0014, NOVELTY: 0.007065±0.0000, AVERAGE_POPULARITY: 0.143783±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.952050±0.0005, DIVERSITY_HERFINDAHL: 0.995200±0.0001, COVERAGE_ITEM: 0.557253±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229512±0.0009, SHANNON_ENTROPY: 10.769269±0.0107, 
CrossSearchBayesianSkopt: Config 125 is suboptimal. Config: {'topK': 1000, 'shrink': 1841, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7102985354425815, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075106±0.0009, PRECISION: 0.010059±0.0001, PRECISION_RECALL_MIN_DEN: 0.100592±0.0011, RECALL: 0.100592±0.0011, MAP: 0.054592±0.0008, MRR: 0.054592±0.0008, NDCG: 0.065516±0.0008, F1: 0.018290±0.0002, HIT_RATE: 0.100592±0.0011, ARHR: 0.054592±0.0008, RMSE: 0.820978±0.0014, NOVELTY: 0.006612±0.0000, AVERAGE_POPULARITY: 0.263727±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.986672±0.0001, DIVERSITY_HERFINDAHL: 0.998662±0.0000, COVERAGE_ITEM: 0.653733±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.301742±0.0005, SHANNON_ENTROPY: 11.542460±0.0067, 
CrossSearchBayesianSkopt: Config 126 is suboptimal. Config: {'topK': 1000, 'shrink': 1840, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7096472939784025, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075109±0.0009, PRECISION: 0.010060±0.0001, PRECISION_RECALL_MIN_DEN: 0.100604±0.0011, RECALL: 0.100604±0.0011, MAP: 0.054592±0.0008, MRR: 0.054592±0.0008, NDCG: 0.065518±0.0008, F1: 0.018292±0.0002, HIT_RATE: 0.100604±0.0011, ARHR: 0.054592±0.0008, RMSE: 0.820971±0.0014, NOVELTY: 0.006612±0.0000, AVERAGE_POPULARITY: 0.263846±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.986657±0.0001, DIVERSITY_HERFINDAHL: 0.998660±0.0000, COVERAGE_ITEM: 0.653701±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.301707±0.0005, SHANNON_ENTROPY: 11.541640±0.0069, 
CrossSearchBayesianSkopt: Config 127 is suboptimal. Config: {'topK': 805, 'shrink': 29, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.010994792499863239, 'feature_weighting': 'none'} - results: ROC_AUC: 0.060773±0.0008, PRECISION: 0.008667±0.0001, PRECISION_RECALL_MIN_DEN: 0.086673±0.0015, RECALL: 0.086673±0.0015, MAP: 0.043711±0.0008, MRR: 0.043711±0.0008, NDCG: 0.053790±0.0008, F1: 0.015759±0.0003, HIT_RATE: 0.086673±0.0015, ARHR: 0.043711±0.0008, RMSE: 0.936323±0.0003, NOVELTY: 0.005287±0.0000, AVERAGE_POPULARITY: 0.614325±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.893151±0.0005, DIVERSITY_HERFINDAHL: 0.989310±0.0001, COVERAGE_ITEM: 0.227229±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.069176±0.0003, SHANNON_ENTROPY: 7.785212±0.0043, 
CrossSearchBayesianSkopt: Config 128 is suboptimal. Config: {'topK': 904, 'shrink': 3, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9337477053920089, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072192±0.0016, PRECISION: 0.009844±0.0002, PRECISION_RECALL_MIN_DEN: 0.098439±0.0017, RECALL: 0.098439±0.0017, MAP: 0.052582±0.0013, MRR: 0.052582±0.0013, NDCG: 0.063427±0.0013, F1: 0.017898±0.0003, HIT_RATE: 0.098439±0.0017, ARHR: 0.052582±0.0013, RMSE: 430.201138±1.6416, NOVELTY: 0.005563±0.0000, AVERAGE_POPULARITY: 0.533565±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.919788±0.0003, DIVERSITY_HERFINDAHL: 0.991974±0.0000, COVERAGE_ITEM: 0.437870±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105984±0.0003, SHANNON_ENTROPY: 8.792147±0.0059, 
CrossSearchBayesianSkopt: Config 129 is suboptimal. Config: {'topK': 527, 'shrink': 9, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.006929415613259106, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.073089±0.0015, PRECISION: 0.009928±0.0002, PRECISION_RECALL_MIN_DEN: 0.099282±0.0016, RECALL: 0.099282±0.0016, MAP: 0.053098±0.0012, MRR: 0.053098±0.0012, NDCG: 0.064032±0.0013, F1: 0.018051±0.0003, HIT_RATE: 0.099282±0.0016, ARHR: 0.053098±0.0012, RMSE: 133.170010±0.5323, NOVELTY: 0.005628±0.0000, AVERAGE_POPULARITY: 0.506748±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.932140±0.0003, DIVERSITY_HERFINDAHL: 0.993209±0.0000, COVERAGE_ITEM: 0.453593±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115086±0.0004, SHANNON_ENTROPY: 9.052459±0.0069, 
CrossSearchBayesianSkopt: Config 130 is suboptimal. Config: {'topK': 990, 'shrink': 24, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9886517130986476, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072028±0.0017, PRECISION: 0.009833±0.0002, PRECISION_RECALL_MIN_DEN: 0.098326±0.0019, RECALL: 0.098326±0.0019, MAP: 0.052493±0.0014, MRR: 0.052493±0.0014, NDCG: 0.063331±0.0014, F1: 0.017877±0.0003, HIT_RATE: 0.098326±0.0019, ARHR: 0.052493±0.0014, RMSE: 53.822143±0.2118, NOVELTY: 0.005554±0.0000, AVERAGE_POPULARITY: 0.537480±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.917854±0.0004, DIVERSITY_HERFINDAHL: 0.991780±0.0000, COVERAGE_ITEM: 0.435729±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.104664±0.0003, SHANNON_ENTROPY: 8.753059±0.0066, 
CrossSearchBayesianSkopt: Config 131 is suboptimal. Config: {'topK': 1000, 'shrink': 1871, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7213470595603237, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075106±0.0009, PRECISION: 0.010052±0.0001, PRECISION_RECALL_MIN_DEN: 0.100524±0.0011, RECALL: 0.100524±0.0011, MAP: 0.054563±0.0008, MRR: 0.054563±0.0008, NDCG: 0.065479±0.0008, F1: 0.018277±0.0002, HIT_RATE: 0.100524±0.0011, ARHR: 0.054563±0.0008, RMSE: 0.821361±0.0014, NOVELTY: 0.006611±0.0000, AVERAGE_POPULARITY: 0.263052±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.986759±0.0001, DIVERSITY_HERFINDAHL: 0.998670±0.0000, COVERAGE_ITEM: 0.653312±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.301326±0.0004, SHANNON_ENTROPY: 11.543591±0.0068, 
CrossSearchBayesianSkopt: Config 132 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.773915977195828, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075028±0.0010, PRECISION: 0.010042±0.0001, PRECISION_RECALL_MIN_DEN: 0.100421±0.0011, RECALL: 0.100421±0.0011, MAP: 0.054464±0.0008, MRR: 0.054464±0.0008, NDCG: 0.065382±0.0008, F1: 0.018258±0.0002, HIT_RATE: 0.100421±0.0011, ARHR: 0.054464±0.0008, RMSE: 0.822966±0.0014, NOVELTY: 0.006613±0.0000, AVERAGE_POPULARITY: 0.258898±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.987257±0.0001, DIVERSITY_HERFINDAHL: 0.998720±0.0000, COVERAGE_ITEM: 0.651311±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.300455±0.0004, SHANNON_ENTROPY: 11.556610±0.0063, 
CrossSearchBayesianSkopt: Config 133 is suboptimal. Config: {'topK': 937, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.997633705737599, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072161±0.0017, PRECISION: 0.009828±0.0002, PRECISION_RECALL_MIN_DEN: 0.098280±0.0017, RECALL: 0.098280±0.0017, MAP: 0.052533±0.0013, MRR: 0.052533±0.0013, NDCG: 0.063356±0.0014, F1: 0.017869±0.0003, HIT_RATE: 0.098280±0.0017, ARHR: 0.052533±0.0013, RMSE: 0.881026±0.0036, NOVELTY: 0.005560±0.0000, AVERAGE_POPULARITY: 0.535107±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.919018±0.0003, DIVERSITY_HERFINDAHL: 0.991897±0.0000, COVERAGE_ITEM: 0.437015±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105452±0.0003, SHANNON_ENTROPY: 8.776654±0.0061, 
CrossSearchBayesianSkopt: Config 134 is suboptimal. Config: {'topK': 965, 'shrink': 16, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.009840401987180282, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072036±0.0017, PRECISION: 0.009829±0.0002, PRECISION_RECALL_MIN_DEN: 0.098291±0.0018, RECALL: 0.098291±0.0018, MAP: 0.052484±0.0013, MRR: 0.052484±0.0013, NDCG: 0.063317±0.0014, F1: 0.017871±0.0003, HIT_RATE: 0.098291±0.0018, ARHR: 0.052484±0.0013, RMSE: 80.801458±0.3119, NOVELTY: 0.005557±0.0000, AVERAGE_POPULARITY: 0.536348±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.918413±0.0003, DIVERSITY_HERFINDAHL: 0.991836±0.0000, COVERAGE_ITEM: 0.436334±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105052±0.0003, SHANNON_ENTROPY: 8.764256±0.0060, 
