CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 2223, 'shrink': 282, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3744324151892557, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065190±0.0012, PRECISION: 0.009181±0.0001, PRECISION_RECALL_MIN_DEN: 0.091810±0.0013, RECALL: 0.091810±0.0013, MAP: 0.046564±0.0008, MRR: 0.046564±0.0008, NDCG: 0.057218±0.0009, F1: 0.016693±0.0002, HIT_RATE: 0.091810±0.0013, ARHR: 0.046564±0.0008, RMSE: 7.230871±0.0343, NOVELTY: 0.005299±0.0000, AVERAGE_POPULARITY: 0.609649±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.895579±0.0005, DIVERSITY_HERFINDAHL: 0.989553±0.0001, COVERAGE_ITEM: 0.221584±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.069701±0.0005, SHANNON_ENTROPY: 7.795620±0.0087, 
CrossSearchBayesianSkopt: Config 100 is suboptimal. Config: {'topK': 2529, 'shrink': 1962, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.956325827296215, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.060387±0.0010, PRECISION: 0.008504±0.0002, PRECISION_RECALL_MIN_DEN: 0.085044±0.0021, RECALL: 0.085044±0.0021, MAP: 0.042746±0.0006, MRR: 0.042746±0.0006, NDCG: 0.052717±0.0009, F1: 0.015463±0.0004, HIT_RATE: 0.085044±0.0021, ARHR: 0.042746±0.0006, RMSE: 0.878737±0.0028, NOVELTY: 0.005523±0.0000, AVERAGE_POPULARITY: 0.511794±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.931718±0.0012, DIVERSITY_HERFINDAHL: 0.993167±0.0001, COVERAGE_ITEM: 0.319070±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.094470±0.0006, SHANNON_ENTROPY: 8.663839±0.0180, 
CrossSearchBayesianSkopt: Config 101 is suboptimal. Config: {'topK': 659, 'shrink': 1826, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.1182439815974157, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.069745±0.0012, PRECISION: 0.009561±0.0002, PRECISION_RECALL_MIN_DEN: 0.095615±0.0018, RECALL: 0.095615±0.0018, MAP: 0.050292±0.0009, MRR: 0.050292±0.0009, NDCG: 0.061012±0.0010, F1: 0.017384±0.0003, HIT_RATE: 0.095615±0.0018, ARHR: 0.050292±0.0009, RMSE: 0.873842±0.0042, NOVELTY: 0.005685±0.0000, AVERAGE_POPULARITY: 0.468866±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.950164±0.0004, DIVERSITY_HERFINDAHL: 0.995011±0.0000, COVERAGE_ITEM: 0.411679±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121679±0.0005, SHANNON_ENTROPY: 9.332372±0.0098, 
CrossSearchBayesianSkopt: Config 102 is suboptimal. Config: {'topK': 1640, 'shrink': 1991, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.04507722348366539, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.067731±0.0011, PRECISION: 0.009469±0.0002, PRECISION_RECALL_MIN_DEN: 0.094692±0.0018, RECALL: 0.094692±0.0018, MAP: 0.048623±0.0008, MRR: 0.048623±0.0008, NDCG: 0.059483±0.0009, F1: 0.017217±0.0003, HIT_RATE: 0.094692±0.0018, ARHR: 0.048623±0.0008, RMSE: 0.989297±0.0045, NOVELTY: 0.005378±0.0000, AVERAGE_POPULARITY: 0.576279±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.912521±0.0004, DIVERSITY_HERFINDAHL: 0.991247±0.0000, COVERAGE_ITEM: 0.269327±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.078694±0.0002, SHANNON_ENTROPY: 8.174432±0.0040, 
CrossSearchBayesianSkopt: Config 103 is suboptimal. Config: {'topK': 769, 'shrink': 1979, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.04964659341665813, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.062279±0.0013, PRECISION: 0.008736±0.0002, PRECISION_RECALL_MIN_DEN: 0.087356±0.0018, RECALL: 0.087356±0.0018, MAP: 0.044826±0.0010, MRR: 0.044826±0.0010, NDCG: 0.054840±0.0011, F1: 0.015883±0.0003, HIT_RATE: 0.087356±0.0018, ARHR: 0.044826±0.0010, RMSE: 0.892052±0.0009, NOVELTY: 0.005222±0.0000, AVERAGE_POPULARITY: 0.643707±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.873499±0.0004, DIVERSITY_HERFINDAHL: 0.987345±0.0000, COVERAGE_ITEM: 0.155383±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.072679±0.0005, SHANNON_ENTROPY: 7.482280±0.0022, 
CrossSearchBayesianSkopt: Config 104 is suboptimal. Config: {'topK': 947, 'shrink': 1880, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.914194685514146, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.067806±0.0009, PRECISION: 0.009415±0.0001, PRECISION_RECALL_MIN_DEN: 0.094145±0.0015, RECALL: 0.094145±0.0015, MAP: 0.048777±0.0009, MRR: 0.048777±0.0009, NDCG: 0.059482±0.0009, F1: 0.017117±0.0003, HIT_RATE: 0.094145±0.0015, ARHR: 0.048777±0.0009, RMSE: 0.858586±0.0032, NOVELTY: 0.005530±0.0000, AVERAGE_POPULARITY: 0.512003±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.938132±0.0004, DIVERSITY_HERFINDAHL: 0.993808±0.0000, COVERAGE_ITEM: 0.319048±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.101614±0.0005, SHANNON_ENTROPY: 8.824980±0.0095, 
CrossSearchBayesianSkopt: Config 105 is suboptimal. Config: {'topK': 3991, 'shrink': 1349, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.06629113330374127, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063978±0.0010, PRECISION: 0.008961±0.0001, PRECISION_RECALL_MIN_DEN: 0.089612±0.0015, RECALL: 0.089612±0.0015, MAP: 0.045809±0.0007, MRR: 0.045809±0.0007, NDCG: 0.056131±0.0008, F1: 0.016293±0.0003, HIT_RATE: 0.089612±0.0015, ARHR: 0.045809±0.0007, RMSE: 1.892350±0.0129, NOVELTY: 0.005327±0.0000, AVERAGE_POPULARITY: 0.604845±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.897098±0.0003, DIVERSITY_HERFINDAHL: 0.989705±0.0000, COVERAGE_ITEM: 0.270235±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.073213±0.0002, SHANNON_ENTROPY: 7.945039±0.0060, 
CrossSearchBayesianSkopt: New best config found. Config 106: {'topK': 978, 'shrink': 210, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0012444980336263625, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.070113±0.0012, PRECISION: 0.009675±0.0002, PRECISION_RECALL_MIN_DEN: 0.096754±0.0019, RECALL: 0.096754±0.0019, MAP: 0.050759±0.0007, MRR: 0.050759±0.0007, NDCG: 0.061615±0.0008, F1: 0.017592±0.0003, HIT_RATE: 0.096754±0.0019, ARHR: 0.050759±0.0007, RMSE: 6.144924±0.0276, NOVELTY: 0.005510±0.0000, AVERAGE_POPULARITY: 0.525637±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.933524±0.0003, DIVERSITY_HERFINDAHL: 0.993347±0.0000, COVERAGE_ITEM: 0.339281±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.096088±0.0004, SHANNON_ENTROPY: 8.743142±0.0038, 
CrossSearchBayesianSkopt: Config 107 is suboptimal. Config: {'topK': 990, 'shrink': 162, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.021974241018926758, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.068607±0.0013, PRECISION: 0.009614±0.0002, PRECISION_RECALL_MIN_DEN: 0.096139±0.0016, RECALL: 0.096139±0.0016, MAP: 0.049015±0.0009, MRR: 0.049015±0.0009, NDCG: 0.060120±0.0011, F1: 0.017480±0.0003, HIT_RATE: 0.096139±0.0016, ARHR: 0.049015±0.0009, RMSE: 2.709129±0.0203, NOVELTY: 0.005547±0.0000, AVERAGE_POPULARITY: 0.520763±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.932443±0.0003, DIVERSITY_HERFINDAHL: 0.993239±0.0000, COVERAGE_ITEM: 0.368132±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.099829±0.0002, SHANNON_ENTROPY: 8.795545±0.0027, 
CrossSearchBayesianSkopt: Config 108 is suboptimal. Config: {'topK': 2672, 'shrink': 58, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.002581425678668259, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066068±0.0014, PRECISION: 0.009330±0.0002, PRECISION_RECALL_MIN_DEN: 0.093302±0.0023, RECALL: 0.093302±0.0023, MAP: 0.047025±0.0007, MRR: 0.047025±0.0007, NDCG: 0.057922±0.0010, F1: 0.016964±0.0004, HIT_RATE: 0.093302±0.0023, ARHR: 0.047025±0.0007, RMSE: 25.146742±0.1542, NOVELTY: 0.005452±0.0000, AVERAGE_POPULARITY: 0.545540±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.922849±0.0006, DIVERSITY_HERFINDAHL: 0.992280±0.0001, COVERAGE_ITEM: 0.304709±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.086871±0.0003, SHANNON_ENTROPY: 8.445848±0.0108, 
CrossSearchBayesianSkopt: Config 109 is suboptimal. Config: {'topK': 1547, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066531±0.0012, PRECISION: 0.009321±0.0002, PRECISION_RECALL_MIN_DEN: 0.093211±0.0023, RECALL: 0.093211±0.0023, MAP: 0.047564±0.0005, MRR: 0.047564±0.0005, NDCG: 0.058323±0.0008, F1: 0.016947±0.0004, HIT_RATE: 0.093211±0.0023, ARHR: 0.047564±0.0005, RMSE: 0.929150±0.0040, NOVELTY: 0.005419±0.0000, AVERAGE_POPULARITY: 0.558404±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.917256±0.0006, DIVERSITY_HERFINDAHL: 0.991720±0.0001, COVERAGE_ITEM: 0.280768±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.081956±0.0002, SHANNON_ENTROPY: 8.284149±0.0063, 
CrossSearchBayesianSkopt: Config 110 is suboptimal. Config: {'topK': 1547, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066531±0.0012, PRECISION: 0.009321±0.0002, PRECISION_RECALL_MIN_DEN: 0.093211±0.0023, RECALL: 0.093211±0.0023, MAP: 0.047564±0.0005, MRR: 0.047564±0.0005, NDCG: 0.058323±0.0008, F1: 0.016947±0.0004, HIT_RATE: 0.093211±0.0023, ARHR: 0.047564±0.0005, RMSE: 0.929150±0.0040, NOVELTY: 0.005419±0.0000, AVERAGE_POPULARITY: 0.558404±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.917256±0.0006, DIVERSITY_HERFINDAHL: 0.991720±0.0001, COVERAGE_ITEM: 0.280768±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.081956±0.0002, SHANNON_ENTROPY: 8.284149±0.0063, 
CrossSearchBayesianSkopt: Config 111 is suboptimal. Config: {'topK': 1547, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066531±0.0012, PRECISION: 0.009321±0.0002, PRECISION_RECALL_MIN_DEN: 0.093211±0.0023, RECALL: 0.093211±0.0023, MAP: 0.047564±0.0005, MRR: 0.047564±0.0005, NDCG: 0.058323±0.0008, F1: 0.016947±0.0004, HIT_RATE: 0.093211±0.0023, ARHR: 0.047564±0.0005, RMSE: 0.929150±0.0040, NOVELTY: 0.005419±0.0000, AVERAGE_POPULARITY: 0.558404±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.917256±0.0006, DIVERSITY_HERFINDAHL: 0.991720±0.0001, COVERAGE_ITEM: 0.280768±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.081956±0.0002, SHANNON_ENTROPY: 8.284149±0.0063, 
CrossSearchBayesianSkopt: Config 112 is suboptimal. Config: {'topK': 1548, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066519±0.0012, PRECISION: 0.009317±0.0002, PRECISION_RECALL_MIN_DEN: 0.093166±0.0024, RECALL: 0.093166±0.0024, MAP: 0.047543±0.0005, MRR: 0.047543±0.0005, NDCG: 0.058297±0.0008, F1: 0.016939±0.0004, HIT_RATE: 0.093166±0.0024, ARHR: 0.047543±0.0005, RMSE: 0.929217±0.0040, NOVELTY: 0.005418±0.0000, AVERAGE_POPULARITY: 0.558484±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.917213±0.0006, DIVERSITY_HERFINDAHL: 0.991716±0.0001, COVERAGE_ITEM: 0.280660±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.081933±0.0002, SHANNON_ENTROPY: 8.283206±0.0062, 
CrossSearchBayesianSkopt: Config 113 is suboptimal. Config: {'topK': 1548, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066519±0.0012, PRECISION: 0.009317±0.0002, PRECISION_RECALL_MIN_DEN: 0.093166±0.0024, RECALL: 0.093166±0.0024, MAP: 0.047543±0.0005, MRR: 0.047543±0.0005, NDCG: 0.058297±0.0008, F1: 0.016939±0.0004, HIT_RATE: 0.093166±0.0024, ARHR: 0.047543±0.0005, RMSE: 0.929217±0.0040, NOVELTY: 0.005418±0.0000, AVERAGE_POPULARITY: 0.558484±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.917213±0.0006, DIVERSITY_HERFINDAHL: 0.991716±0.0001, COVERAGE_ITEM: 0.280660±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.081933±0.0002, SHANNON_ENTROPY: 8.283206±0.0062, 
CrossSearchBayesianSkopt: Config 114 is suboptimal. Config: {'topK': 1548, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066519±0.0012, PRECISION: 0.009317±0.0002, PRECISION_RECALL_MIN_DEN: 0.093166±0.0024, RECALL: 0.093166±0.0024, MAP: 0.047543±0.0005, MRR: 0.047543±0.0005, NDCG: 0.058297±0.0008, F1: 0.016939±0.0004, HIT_RATE: 0.093166±0.0024, ARHR: 0.047543±0.0005, RMSE: 0.929217±0.0040, NOVELTY: 0.005418±0.0000, AVERAGE_POPULARITY: 0.558484±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.917213±0.0006, DIVERSITY_HERFINDAHL: 0.991716±0.0001, COVERAGE_ITEM: 0.280660±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.081933±0.0002, SHANNON_ENTROPY: 8.283206±0.0062, 
CrossSearchBayesianSkopt: Config 115 is suboptimal. Config: {'topK': 1636, 'shrink': 35, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.042492244024450405, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066603±0.0014, PRECISION: 0.009407±0.0002, PRECISION_RECALL_MIN_DEN: 0.094065±0.0017, RECALL: 0.094065±0.0017, MAP: 0.047371±0.0010, MRR: 0.047371±0.0010, NDCG: 0.058363±0.0012, F1: 0.017103±0.0003, HIT_RATE: 0.094065±0.0017, ARHR: 0.047371±0.0010, RMSE: 5.580196±0.0386, NOVELTY: 0.005369±0.0000, AVERAGE_POPULARITY: 0.588024±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.904713±0.0002, DIVERSITY_HERFINDAHL: 0.990466±0.0000, COVERAGE_ITEM: 0.279665±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.076991±0.0001, SHANNON_ENTROPY: 8.104904±0.0044, 
CrossSearchBayesianSkopt: Config 116 is suboptimal. Config: {'topK': 1171, 'shrink': 1907, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.12417588613889444, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062987±0.0012, PRECISION: 0.008528±0.0001, PRECISION_RECALL_MIN_DEN: 0.085283±0.0010, RECALL: 0.085283±0.0010, MAP: 0.045826±0.0011, MRR: 0.045826±0.0011, NDCG: 0.055174±0.0010, F1: 0.015506±0.0002, HIT_RATE: 0.085283±0.0010, ARHR: 0.045826±0.0011, RMSE: 0.893220±0.0039, NOVELTY: 0.006112±0.0000, AVERAGE_POPULARITY: 0.357273±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.975868±0.0003, DIVERSITY_HERFINDAHL: 0.997581±0.0000, COVERAGE_ITEM: 0.658546±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.185548±0.0009, SHANNON_ENTROPY: 10.665528±0.0120, 
CrossSearchBayesianSkopt: Config 117 is suboptimal. Config: {'topK': 3348, 'shrink': 116, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9862903024089449, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.065612±0.0009, PRECISION: 0.009166±0.0001, PRECISION_RECALL_MIN_DEN: 0.091662±0.0012, RECALL: 0.091662±0.0012, MAP: 0.047034±0.0008, MRR: 0.047034±0.0008, NDCG: 0.057555±0.0008, F1: 0.016666±0.0002, HIT_RATE: 0.091662±0.0012, ARHR: 0.047034±0.0008, RMSE: 19.128998±0.1269, NOVELTY: 0.005397±0.0000, AVERAGE_POPULARITY: 0.573561±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.913369±0.0005, DIVERSITY_HERFINDAHL: 0.991332±0.0000, COVERAGE_ITEM: 0.304969±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.081752±0.0001, SHANNON_ENTROPY: 8.274170±0.0062, 
CrossSearchBayesianSkopt: Config 118 is suboptimal. Config: {'topK': 1543, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066554±0.0012, PRECISION: 0.009328±0.0002, PRECISION_RECALL_MIN_DEN: 0.093279±0.0024, RECALL: 0.093279±0.0024, MAP: 0.047584±0.0005, MRR: 0.047584±0.0005, NDCG: 0.058353±0.0008, F1: 0.016960±0.0004, HIT_RATE: 0.093279±0.0024, ARHR: 0.047584±0.0005, RMSE: 0.928801±0.0040, NOVELTY: 0.005419±0.0000, AVERAGE_POPULARITY: 0.558116±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.917388±0.0006, DIVERSITY_HERFINDAHL: 0.991734±0.0001, COVERAGE_ITEM: 0.281157±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.082057±0.0002, SHANNON_ENTROPY: 8.287597±0.0060, 
CrossSearchBayesianSkopt: Config 119 is suboptimal. Config: {'topK': 1543, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066554±0.0012, PRECISION: 0.009328±0.0002, PRECISION_RECALL_MIN_DEN: 0.093279±0.0024, RECALL: 0.093279±0.0024, MAP: 0.047584±0.0005, MRR: 0.047584±0.0005, NDCG: 0.058353±0.0008, F1: 0.016960±0.0004, HIT_RATE: 0.093279±0.0024, ARHR: 0.047584±0.0005, RMSE: 0.928801±0.0040, NOVELTY: 0.005419±0.0000, AVERAGE_POPULARITY: 0.558116±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.917388±0.0006, DIVERSITY_HERFINDAHL: 0.991734±0.0001, COVERAGE_ITEM: 0.281157±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.082057±0.0002, SHANNON_ENTROPY: 8.287597±0.0060, 
CrossSearchBayesianSkopt: Search complete. Best config is 106: {'topK': 978, 'shrink': 210, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0012444980336263625, 'feature_weighting': 'BM25'}
