CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 605, 'shrink': 840, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.049696±0.0012, PRECISION: 0.006939±0.0002, PRECISION_RECALL_MIN_DEN: 0.069390±0.0016, RECALL: 0.069390±0.0016, MAP: 0.035885±0.0010, MRR: 0.035885±0.0010, NDCG: 0.043776±0.0011, F1: 0.012616±0.0003, HIT_RATE: 0.069390±0.0016, ARHR: 0.035885±0.0010, RMSE: 0.975580±0.0002, NOVELTY: 0.005300±0.0000, AVERAGE_POPULARITY: 0.626583±0.0069, DIVERSITY_MEAN_INTER_LIST: 0.850619±0.0015, DIVERSITY_HERFINDAHL: 0.985058±0.0001, COVERAGE_ITEM: 0.389630±0.0066, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.064997±0.0005, SHANNON_ENTROPY: 7.646796±0.0115, 
CrossSearchBayesianSkopt: Config 112 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.051489±0.0014, PRECISION: 0.006496±0.0002, PRECISION_RECALL_MIN_DEN: 0.064964±0.0017, RECALL: 0.064964±0.0017, MAP: 0.038575±0.0012, MRR: 0.038575±0.0012, NDCG: 0.044910±0.0013, F1: 0.011812±0.0003, HIT_RATE: 0.064964±0.0017, ARHR: 0.038575±0.0012, RMSE: 0.997984±0.0001, NOVELTY: 0.006791±0.0000, AVERAGE_POPULARITY: 0.143333±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.967057±0.0003, DIVERSITY_HERFINDAHL: 0.996701±0.0000, COVERAGE_ITEM: 0.608997±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.237147±0.0014, SHANNON_ENTROPY: 11.134294±0.0051, 
CrossSearchBayesianSkopt: New best config found. Config 113: {'topK': 10, 'shrink': 1990, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065137±0.0011, PRECISION: 0.008852±0.0001, PRECISION_RECALL_MIN_DEN: 0.088517±0.0010, RECALL: 0.088517±0.0010, MAP: 0.046874±0.0009, MRR: 0.046874±0.0009, NDCG: 0.056743±0.0009, F1: 0.016094±0.0002, HIT_RATE: 0.088517±0.0010, ARHR: 0.046874±0.0009, RMSE: 0.995599±0.0000, NOVELTY: 0.006674±0.0000, AVERAGE_POPULARITY: 0.194150±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.991674±0.0001, DIVERSITY_HERFINDAHL: 0.999163±0.0000, COVERAGE_ITEM: 0.777594±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.277262±0.0007, SHANNON_ENTROPY: 11.859852±0.0092, 
CrossSearchBayesianSkopt: Config 114 is suboptimal. Config: {'topK': 1, 'shrink': 1184, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.051493±0.0012, PRECISION: 0.006562±0.0001, PRECISION_RECALL_MIN_DEN: 0.065617±0.0015, RECALL: 0.065617±0.0015, MAP: 0.038310±0.0011, MRR: 0.038310±0.0011, NDCG: 0.044857±0.0012, F1: 0.011930±0.0003, HIT_RATE: 0.065617±0.0015, ARHR: 0.038310±0.0011, RMSE: 0.996897±0.0001, NOVELTY: 0.006819±0.0000, AVERAGE_POPULARITY: 0.136134±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.969209±0.0003, DIVERSITY_HERFINDAHL: 0.996916±0.0000, COVERAGE_ITEM: 0.639805±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.250843±0.0012, SHANNON_ENTROPY: 11.297161±0.0048, 
CrossSearchBayesianSkopt: Config 115 is suboptimal. Config: {'topK': 1, 'shrink': 1769, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.046013±0.0010, PRECISION: 0.006060±0.0002, PRECISION_RECALL_MIN_DEN: 0.060605±0.0017, RECALL: 0.060605±0.0017, MAP: 0.033735±0.0006, MRR: 0.033735±0.0006, NDCG: 0.040131±0.0008, F1: 0.011019±0.0003, HIT_RATE: 0.060605±0.0017, ARHR: 0.033735±0.0006, RMSE: 0.998241±0.0001, NOVELTY: 0.006502±0.0001, AVERAGE_POPULARITY: 0.204928±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.964126±0.0003, DIVERSITY_HERFINDAHL: 0.996408±0.0000, COVERAGE_ITEM: 0.377908±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.180974±0.0009, SHANNON_ENTROPY: 10.240142±0.0053, 
CrossSearchBayesianSkopt: Config 116 is suboptimal. Config: {'topK': 945, 'shrink': 6, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.054279±0.0009, PRECISION: 0.007397±0.0001, PRECISION_RECALL_MIN_DEN: 0.073970±0.0012, RECALL: 0.073970±0.0012, MAP: 0.039025±0.0008, MRR: 0.039025±0.0008, NDCG: 0.047305±0.0008, F1: 0.013449±0.0002, HIT_RATE: 0.073970±0.0012, ARHR: 0.039025±0.0008, RMSE: 0.928282±0.0003, NOVELTY: 0.006305±0.0000, AVERAGE_POPULARITY: 0.303046±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.971540±0.0006, DIVERSITY_HERFINDAHL: 0.997149±0.0001, COVERAGE_ITEM: 0.864201±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261772±0.0015, SHANNON_ENTROPY: 11.246160±0.0128, 
CrossSearchBayesianSkopt: Config 117 is suboptimal. Config: {'topK': 11, 'shrink': 577, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.062281±0.0008, PRECISION: 0.008463±0.0001, PRECISION_RECALL_MIN_DEN: 0.084628±0.0009, RECALL: 0.084628±0.0009, MAP: 0.044548±0.0007, MRR: 0.044548±0.0007, NDCG: 0.054056±0.0007, F1: 0.015387±0.0002, HIT_RATE: 0.084628±0.0009, ARHR: 0.044548±0.0007, RMSE: 0.988549±0.0001, NOVELTY: 0.006921±0.0000, AVERAGE_POPULARITY: 0.143123±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.995175±0.0000, DIVERSITY_HERFINDAHL: 0.999513±0.0000, COVERAGE_ITEM: 0.807905±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.336738±0.0007, SHANNON_ENTROPY: 12.390956±0.0067, 
CrossSearchBayesianSkopt: Config 118 is suboptimal. Config: {'topK': 1, 'shrink': 1767, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.046015±0.0010, PRECISION: 0.006060±0.0002, PRECISION_RECALL_MIN_DEN: 0.060605±0.0017, RECALL: 0.060605±0.0017, MAP: 0.033736±0.0006, MRR: 0.033736±0.0006, NDCG: 0.040133±0.0008, F1: 0.011019±0.0003, HIT_RATE: 0.060605±0.0017, ARHR: 0.033736±0.0006, RMSE: 0.998240±0.0001, NOVELTY: 0.006502±0.0001, AVERAGE_POPULARITY: 0.204925±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.964127±0.0003, DIVERSITY_HERFINDAHL: 0.996408±0.0000, COVERAGE_ITEM: 0.377951±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.180969±0.0009, SHANNON_ENTROPY: 10.240237±0.0052, 
CrossSearchBayesianSkopt: Config 119 is suboptimal. Config: {'topK': 24, 'shrink': 1713, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064980±0.0008, PRECISION: 0.008875±0.0001, PRECISION_RECALL_MIN_DEN: 0.088747±0.0013, RECALL: 0.088747±0.0013, MAP: 0.046499±0.0008, MRR: 0.046499±0.0008, NDCG: 0.056508±0.0008, F1: 0.016136±0.0002, HIT_RATE: 0.088747±0.0013, ARHR: 0.046499±0.0008, RMSE: 0.993882±0.0001, NOVELTY: 0.006587±0.0000, AVERAGE_POPULARITY: 0.222471±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.990431±0.0001, DIVERSITY_HERFINDAHL: 0.999038±0.0000, COVERAGE_ITEM: 0.781465±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.263673±0.0011, SHANNON_ENTROPY: 11.749873±0.0095, 
CrossSearchBayesianSkopt: Config 120 is suboptimal. Config: {'topK': 11, 'shrink': 1703, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065059±0.0009, PRECISION: 0.008843±0.0001, PRECISION_RECALL_MIN_DEN: 0.088430±0.0009, RECALL: 0.088430±0.0009, MAP: 0.046823±0.0008, MRR: 0.046823±0.0008, NDCG: 0.056684±0.0008, F1: 0.016078±0.0002, HIT_RATE: 0.088430±0.0009, ARHR: 0.046823±0.0008, RMSE: 0.994890±0.0000, NOVELTY: 0.006694±0.0000, AVERAGE_POPULARITY: 0.190660±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.992161±0.0000, DIVERSITY_HERFINDAHL: 0.999211±0.0000, COVERAGE_ITEM: 0.781941±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.282850±0.0006, SHANNON_ENTROPY: 11.919180±0.0067, 
CrossSearchBayesianSkopt: Config 121 is suboptimal. Config: {'topK': 993, 'shrink': 572, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.054287±0.0007, PRECISION: 0.007537±0.0001, PRECISION_RECALL_MIN_DEN: 0.075372±0.0015, RECALL: 0.075372±0.0015, MAP: 0.039114±0.0007, MRR: 0.039114±0.0007, NDCG: 0.047665±0.0009, F1: 0.013704±0.0003, HIT_RATE: 0.075372±0.0015, ARHR: 0.039114±0.0007, RMSE: 0.952884±0.0001, NOVELTY: 0.005807±0.0000, AVERAGE_POPULARITY: 0.471182±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.934505±0.0005, DIVERSITY_HERFINDAHL: 0.993446±0.0001, COVERAGE_ITEM: 0.657215±0.0044, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.141836±0.0009, SHANNON_ENTROPY: 9.498948±0.0054, 
CrossSearchBayesianSkopt: Config 122 is suboptimal. Config: {'topK': 2, 'shrink': 561, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.059542±0.0009, PRECISION: 0.007964±0.0001, PRECISION_RECALL_MIN_DEN: 0.079645±0.0011, RECALL: 0.079645±0.0011, MAP: 0.042875±0.0008, MRR: 0.042875±0.0008, NDCG: 0.051620±0.0008, F1: 0.014481±0.0002, HIT_RATE: 0.079645±0.0011, ARHR: 0.042875±0.0008, RMSE: 0.992293±0.0002, NOVELTY: 0.006830±0.0000, AVERAGE_POPULARITY: 0.135154±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.985918±0.0001, DIVERSITY_HERFINDAHL: 0.998587±0.0000, COVERAGE_ITEM: 0.736523±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.286910±0.0011, SHANNON_ENTROPY: 11.890707±0.0067, 
CrossSearchBayesianSkopt: Config 123 is suboptimal. Config: {'topK': 1, 'shrink': 1718, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.051489±0.0014, PRECISION: 0.006522±0.0002, PRECISION_RECALL_MIN_DEN: 0.065223±0.0016, RECALL: 0.065223±0.0016, MAP: 0.038484±0.0012, MRR: 0.038484±0.0012, NDCG: 0.044900±0.0013, F1: 0.011859±0.0003, HIT_RATE: 0.065223±0.0016, ARHR: 0.038484±0.0012, RMSE: 0.997709±0.0001, NOVELTY: 0.006797±0.0000, AVERAGE_POPULARITY: 0.141497±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.967890±0.0003, DIVERSITY_HERFINDAHL: 0.996784±0.0000, COVERAGE_ITEM: 0.618913±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.240931±0.0012, SHANNON_ENTROPY: 11.185062±0.0040, 
CrossSearchBayesianSkopt: Config 124 is suboptimal. Config: {'topK': 984, 'shrink': 1992, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.049455±0.0004, PRECISION: 0.006983±0.0001, PRECISION_RECALL_MIN_DEN: 0.069832±0.0007, RECALL: 0.069832±0.0007, MAP: 0.035480±0.0006, MRR: 0.035480±0.0006, NDCG: 0.043557±0.0006, F1: 0.012697±0.0001, HIT_RATE: 0.069832±0.0007, ARHR: 0.035480±0.0006, RMSE: 0.980817±0.0001, NOVELTY: 0.005450±0.0000, AVERAGE_POPULARITY: 0.600307±0.0066, DIVERSITY_MEAN_INTER_LIST: 0.865148±0.0009, DIVERSITY_HERFINDAHL: 0.986511±0.0001, COVERAGE_ITEM: 0.545250±0.0053, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.089396±0.0006, SHANNON_ENTROPY: 8.110511±0.0092, 
CrossSearchBayesianSkopt: Config 125 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 126 is suboptimal. Config: {'topK': 2, 'shrink': 545, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.059471±0.0009, PRECISION: 0.007960±0.0001, PRECISION_RECALL_MIN_DEN: 0.079597±0.0009, RECALL: 0.079597±0.0009, MAP: 0.042807±0.0008, MRR: 0.042807±0.0008, NDCG: 0.051556±0.0008, F1: 0.014472±0.0002, HIT_RATE: 0.079597±0.0009, ARHR: 0.042807±0.0008, RMSE: 0.992140±0.0002, NOVELTY: 0.006833±0.0000, AVERAGE_POPULARITY: 0.134353±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.985916±0.0001, DIVERSITY_HERFINDAHL: 0.998587±0.0000, COVERAGE_ITEM: 0.737572±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.288031±0.0010, SHANNON_ENTROPY: 11.898915±0.0055, 
CrossSearchBayesianSkopt: Config 127 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 128 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 129 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 130 is suboptimal. Config: {'topK': 10, 'shrink': 10, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.058391±0.0009, PRECISION: 0.008072±0.0001, PRECISION_RECALL_MIN_DEN: 0.080720±0.0010, RECALL: 0.080720±0.0010, MAP: 0.041867±0.0010, MRR: 0.041867±0.0010, NDCG: 0.051046±0.0009, F1: 0.014676±0.0002, HIT_RATE: 0.080720±0.0010, ARHR: 0.041867±0.0010, RMSE: 0.981215±0.0002, NOVELTY: 0.006882±0.0000, AVERAGE_POPULARITY: 0.166685±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.992991±0.0001, DIVERSITY_HERFINDAHL: 0.999294±0.0000, COVERAGE_ITEM: 0.846488±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.333876±0.0020, SHANNON_ENTROPY: 12.261504±0.0079, 
CrossSearchBayesianSkopt: Config 131 is suboptimal. Config: {'topK': 942, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.049274±0.0007, PRECISION: 0.006742±0.0001, PRECISION_RECALL_MIN_DEN: 0.067422±0.0015, RECALL: 0.067422±0.0015, MAP: 0.035465±0.0006, MRR: 0.035465±0.0006, NDCG: 0.043029±0.0008, F1: 0.012259±0.0003, HIT_RATE: 0.067422±0.0015, ARHR: 0.035465±0.0006, RMSE: 0.759388±0.0012, NOVELTY: 0.006324±0.0000, AVERAGE_POPULARITY: 0.255909±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.979283±0.0004, DIVERSITY_HERFINDAHL: 0.997924±0.0000, COVERAGE_ITEM: 0.885180±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.306006±0.0013, SHANNON_ENTROPY: 11.739097±0.0097, 
CrossSearchBayesianSkopt: Config 132 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 133 is suboptimal. Config: {'topK': 998, 'shrink': 709, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.053418±0.0005, PRECISION: 0.007468±0.0001, PRECISION_RECALL_MIN_DEN: 0.074681±0.0012, RECALL: 0.074681±0.0012, MAP: 0.038501±0.0005, MRR: 0.038501±0.0005, NDCG: 0.047021±0.0007, F1: 0.013578±0.0002, HIT_RATE: 0.074681±0.0012, ARHR: 0.038501±0.0005, RMSE: 0.958791±0.0001, NOVELTY: 0.005716±0.0000, AVERAGE_POPULARITY: 0.501438±0.0059, DIVERSITY_MEAN_INTER_LIST: 0.921978±0.0006, DIVERSITY_HERFINDAHL: 0.992193±0.0001, COVERAGE_ITEM: 0.634009±0.0042, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127732±0.0008, SHANNON_ENTROPY: 9.180673±0.0051, 
CrossSearchBayesianSkopt: Config 134 is suboptimal. Config: {'topK': 32, 'shrink': 4, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.052865±0.0008, PRECISION: 0.007226±0.0001, PRECISION_RECALL_MIN_DEN: 0.072261±0.0014, RECALL: 0.072261±0.0014, MAP: 0.038011±0.0008, MRR: 0.038011±0.0008, NDCG: 0.046124±0.0008, F1: 0.013138±0.0002, HIT_RATE: 0.072261±0.0014, ARHR: 0.038011±0.0008, RMSE: 0.894342±0.0016, NOVELTY: 0.006956±0.0000, AVERAGE_POPULARITY: 0.170439±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.993995±0.0000, DIVERSITY_HERFINDAHL: 0.999395±0.0000, COVERAGE_ITEM: 0.889343±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.361353±0.0012, SHANNON_ENTROPY: 12.507563±0.0062, 
CrossSearchBayesianSkopt: Config 135 is suboptimal. Config: {'topK': 3, 'shrink': 1733, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.063167±0.0009, PRECISION: 0.008472±0.0001, PRECISION_RECALL_MIN_DEN: 0.084724±0.0010, RECALL: 0.084724±0.0010, MAP: 0.045710±0.0009, MRR: 0.045710±0.0009, NDCG: 0.054976±0.0009, F1: 0.015404±0.0002, HIT_RATE: 0.084724±0.0010, ARHR: 0.045710±0.0009, RMSE: 0.996259±0.0001, NOVELTY: 0.006696±0.0000, AVERAGE_POPULARITY: 0.171621±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.986859±0.0001, DIVERSITY_HERFINDAHL: 0.998681±0.0000, COVERAGE_ITEM: 0.723763±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.253278±0.0012, SHANNON_ENTROPY: 11.617782±0.0065, 
CrossSearchBayesianSkopt: Config 136 is suboptimal. Config: {'topK': 4, 'shrink': 688, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.062994±0.0005, PRECISION: 0.008563±0.0001, PRECISION_RECALL_MIN_DEN: 0.085627±0.0007, RECALL: 0.085627±0.0007, MAP: 0.044992±0.0006, MRR: 0.044992±0.0006, NDCG: 0.054633±0.0006, F1: 0.015568±0.0001, HIT_RATE: 0.085627±0.0007, ARHR: 0.044992±0.0006, RMSE: 0.991749±0.0001, NOVELTY: 0.006823±0.0000, AVERAGE_POPULARITY: 0.147074±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.992065±0.0001, DIVERSITY_HERFINDAHL: 0.999202±0.0000, COVERAGE_ITEM: 0.784244±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.298982±0.0009, SHANNON_ENTROPY: 12.097091±0.0066, 
CrossSearchBayesianSkopt: Config 137 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 138 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 139 is suboptimal. Config: {'topK': 975, 'shrink': 1, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.050558±0.0008, PRECISION: 0.006925±0.0001, PRECISION_RECALL_MIN_DEN: 0.069246±0.0013, RECALL: 0.069246±0.0013, MAP: 0.036347±0.0007, MRR: 0.036347±0.0007, NDCG: 0.044134±0.0008, F1: 0.012590±0.0002, HIT_RATE: 0.069246±0.0013, ARHR: 0.036347±0.0007, RMSE: 0.925804±0.0003, NOVELTY: 0.006339±0.0000, AVERAGE_POPULARITY: 0.266109±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.977566±0.0004, DIVERSITY_HERFINDAHL: 0.997752±0.0000, COVERAGE_ITEM: 0.881860±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.296767±0.0014, SHANNON_ENTROPY: 11.634743±0.0098, 
