CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 139, 'shrink': 1420, 'normalize': False, 'alpha_weight': 1.6, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6803447963711181, 'feature_weighting': 'none'} - results: ROC_AUC: 0.073387±0.0005, PRECISION: 0.009985±0.0001, PRECISION_RECALL_MIN_DEN: 0.099852±0.0006, RECALL: 0.099852±0.0006, MAP: 0.053483±0.0005, MRR: 0.053483±0.0005, NDCG: 0.064448±0.0005, F1: 0.018155±0.0001, HIT_RATE: 0.099852±0.0006, ARHR: 0.053483±0.0005, RMSE: 0.962369±0.0002, NOVELTY: 0.005703±0.0000, AVERAGE_POPULARITY: 0.472488±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.943153±0.0005, DIVERSITY_HERFINDAHL: 0.994310±0.0000, COVERAGE_ITEM: 0.448748±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132365±0.0009, SHANNON_ENTROPY: 9.430166±0.0106, 
CrossSearchBayesianSkopt: Config 100 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.72, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8420063576252359, 'feature_weighting': 'none'} - results: ROC_AUC: 0.045799±0.0010, PRECISION: 0.006088±0.0001, PRECISION_RECALL_MIN_DEN: 0.060884±0.0013, RECALL: 0.060884±0.0013, MAP: 0.032332±0.0008, MRR: 0.032332±0.0008, NDCG: 0.039150±0.0009, F1: 0.011070±0.0002, HIT_RATE: 0.060884±0.0013, ARHR: 0.032332±0.0008, RMSE: 0.997906±0.0001, NOVELTY: 0.006570±0.0000, AVERAGE_POPULARITY: 0.098214±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.933227±0.0006, DIVERSITY_HERFINDAHL: 0.993317±0.0001, COVERAGE_ITEM: 0.724920±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.263849±0.0006, SHANNON_ENTROPY: 11.008864±0.0079, 
CrossSearchBayesianSkopt: Config 101 is suboptimal. Config: {'topK': 182, 'shrink': 713, 'normalize': False, 'alpha_weight': 1.12, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.073238±0.0010, PRECISION: 0.009958±0.0001, PRECISION_RECALL_MIN_DEN: 0.099579±0.0007, RECALL: 0.099579±0.0007, MAP: 0.053102±0.0009, MRR: 0.053102±0.0009, NDCG: 0.064101±0.0008, F1: 0.018105±0.0001, HIT_RATE: 0.099579±0.0007, ARHR: 0.053102±0.0009, RMSE: 0.957423±0.0002, NOVELTY: 0.005932±0.0000, AVERAGE_POPULARITY: 0.432852±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.949473±0.0002, DIVERSITY_HERFINDAHL: 0.994942±0.0000, COVERAGE_ITEM: 0.710960±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.178540±0.0005, SHANNON_ENTROPY: 10.097368±0.0038, 
CrossSearchBayesianSkopt: Config 102 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.44, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.029241±0.0009, PRECISION: 0.004322±0.0001, PRECISION_RECALL_MIN_DEN: 0.043217±0.0010, RECALL: 0.043217±0.0010, MAP: 0.019491±0.0007, MRR: 0.019491±0.0007, NDCG: 0.025068±0.0007, F1: 0.007858±0.0002, HIT_RATE: 0.043217±0.0010, ARHR: 0.019491±0.0007, RMSE: 0.998582±0.0001, NOVELTY: 0.006637±0.0000, AVERAGE_POPULARITY: 0.069644±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.898336±0.0005, DIVERSITY_HERFINDAHL: 0.989828±0.0001, COVERAGE_ITEM: 0.720076±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249955±0.0004, SHANNON_ENTROPY: 10.560971±0.0061, 
CrossSearchBayesianSkopt: Config 103 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.44, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.057187±0.0012, PRECISION: 0.007135±0.0001, PRECISION_RECALL_MIN_DEN: 0.071352±0.0013, RECALL: 0.071352±0.0013, MAP: 0.043460±0.0011, MRR: 0.043460±0.0011, NDCG: 0.050163±0.0011, F1: 0.012973±0.0002, HIT_RATE: 0.071352±0.0013, ARHR: 0.043460±0.0011, RMSE: 0.953453±0.0011, NOVELTY: 0.006623±0.0000, AVERAGE_POPULARITY: 0.106996±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.955127±0.0005, DIVERSITY_HERFINDAHL: 0.995507±0.0000, COVERAGE_ITEM: 0.751944±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.293846±0.0006, SHANNON_ENTROPY: 11.444105±0.0102, 
CrossSearchBayesianSkopt: Config 104 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'alpha_weight': 0.34, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053981±0.0007, PRECISION: 0.006149±0.0001, PRECISION_RECALL_MIN_DEN: 0.061488±0.0008, RECALL: 0.061488±0.0008, MAP: 0.042978±0.0007, MRR: 0.042978±0.0007, NDCG: 0.047544±0.0006, F1: 0.011180±0.0002, HIT_RATE: 0.061488±0.0008, ARHR: 0.042978±0.0007, RMSE: 0.971545±0.0008, NOVELTY: 0.007444±0.0000, AVERAGE_POPULARITY: 0.071635±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.684410±0.0013, DIVERSITY_HERFINDAHL: 0.968437±0.0001, COVERAGE_ITEM: 0.482974±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138259±0.0006, SHANNON_ENTROPY: 7.924519±0.0074, 
CrossSearchBayesianSkopt: Config 105 is suboptimal. Config: {'topK': 1, 'shrink': 294, 'normalize': False, 'alpha_weight': 0.34, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.035118±0.0008, PRECISION: 0.004112±0.0001, PRECISION_RECALL_MIN_DEN: 0.041121±0.0006, RECALL: 0.041121±0.0006, MAP: 0.027827±0.0009, MRR: 0.027827±0.0009, NDCG: 0.031069±0.0008, F1: 0.007477±0.0001, HIT_RATE: 0.041121±0.0006, ARHR: 0.027827±0.0009, RMSE: 0.972297±0.0005, NOVELTY: 0.006562±0.0000, AVERAGE_POPULARITY: 0.077315±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.888080±0.0003, DIVERSITY_HERFINDAHL: 0.988803±0.0000, COVERAGE_ITEM: 0.632106±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.202504±0.0005, SHANNON_ENTROPY: 10.058888±0.0046, 
CrossSearchBayesianSkopt: Config 106 is suboptimal. Config: {'topK': 200, 'shrink': 0, 'normalize': False, 'alpha_weight': 0.34, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.027775±0.0008, PRECISION: 0.003950±0.0001, PRECISION_RECALL_MIN_DEN: 0.039503±0.0010, RECALL: 0.039503±0.0010, MAP: 0.019177±0.0007, MRR: 0.019177±0.0007, NDCG: 0.023974±0.0008, F1: 0.007182±0.0002, HIT_RATE: 0.039503±0.0010, ARHR: 0.019177±0.0007, RMSE: 21.737530±0.1340, NOVELTY: 0.005074±0.0000, AVERAGE_POPULARITY: 0.021249±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.998515±0.0000, DIVERSITY_HERFINDAHL: 0.999846±0.0000, COVERAGE_ITEM: 0.908343±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.477826±0.0016, SHANNON_ENTROPY: 13.323221±0.0040, 
CrossSearchBayesianSkopt: Config 107 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.54, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.074235±0.0007, PRECISION: 0.010157±0.0001, PRECISION_RECALL_MIN_DEN: 0.101572±0.0007, RECALL: 0.101572±0.0007, MAP: 0.053887±0.0007, MRR: 0.053887±0.0007, NDCG: 0.065158±0.0007, F1: 0.018468±0.0001, HIT_RATE: 0.101572±0.0007, ARHR: 0.053887±0.0007, RMSE: 0.836922±0.0023, NOVELTY: 0.006147±0.0000, AVERAGE_POPULARITY: 0.330723±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.973020±0.0001, DIVERSITY_HERFINDAHL: 0.997297±0.0000, COVERAGE_ITEM: 0.871641±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.273519±0.0009, SHANNON_ENTROPY: 11.307915±0.0060, 
CrossSearchBayesianSkopt: Config 108 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.98, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.061214±0.0013, PRECISION: 0.007343±0.0002, PRECISION_RECALL_MIN_DEN: 0.073425±0.0017, RECALL: 0.073425±0.0017, MAP: 0.047866±0.0010, MRR: 0.047866±0.0010, NDCG: 0.054058±0.0011, F1: 0.013350±0.0003, HIT_RATE: 0.073425±0.0017, ARHR: 0.047866±0.0010, RMSE: 0.987538±0.0015, NOVELTY: 0.006711±0.0000, AVERAGE_POPULARITY: 0.132633±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.969556±0.0002, DIVERSITY_HERFINDAHL: 0.996950±0.0000, COVERAGE_ITEM: 0.688175±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.279153±0.0005, SHANNON_ENTROPY: 11.460081±0.0077, 
CrossSearchBayesianSkopt: Config 109 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.94, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.077920±0.0009, PRECISION: 0.010691±0.0001, PRECISION_RECALL_MIN_DEN: 0.106914±0.0011, RECALL: 0.106914±0.0011, MAP: 0.056096±0.0009, MRR: 0.056096±0.0009, NDCG: 0.068111±0.0009, F1: 0.019439±0.0002, HIT_RATE: 0.106914±0.0011, ARHR: 0.056096±0.0009, RMSE: 0.867002±0.0027, NOVELTY: 0.005802±0.0000, AVERAGE_POPULARITY: 0.450228±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.947646±0.0003, DIVERSITY_HERFINDAHL: 0.994759±0.0000, COVERAGE_ITEM: 0.668592±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153020±0.0005, SHANNON_ENTROPY: 9.850445±0.0044, 
CrossSearchBayesianSkopt: Config 110 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 1.22, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.076807±0.0008, PRECISION: 0.010547±0.0001, PRECISION_RECALL_MIN_DEN: 0.105468±0.0009, RECALL: 0.105468±0.0009, MAP: 0.055443±0.0008, MRR: 0.055443±0.0008, NDCG: 0.067264±0.0008, F1: 0.019176±0.0002, HIT_RATE: 0.105468±0.0009, ARHR: 0.055443±0.0008, RMSE: 0.913704±0.0032, NOVELTY: 0.005688±0.0000, AVERAGE_POPULARITY: 0.482672±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.939865±0.0004, DIVERSITY_HERFINDAHL: 0.993981±0.0000, COVERAGE_ITEM: 0.507910±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126848±0.0004, SHANNON_ENTROPY: 9.386555±0.0048, 
CrossSearchBayesianSkopt: Config 111 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 1.42, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.075682±0.0007, PRECISION: 0.010362±0.0001, PRECISION_RECALL_MIN_DEN: 0.103622±0.0006, RECALL: 0.103622±0.0006, MAP: 0.054735±0.0008, MRR: 0.054735±0.0008, NDCG: 0.066290±0.0007, F1: 0.018840±0.0001, HIT_RATE: 0.103622±0.0006, ARHR: 0.054735±0.0008, RMSE: 0.956215±0.0039, NOVELTY: 0.005649±0.0000, AVERAGE_POPULARITY: 0.492819±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.937291±0.0004, DIVERSITY_HERFINDAHL: 0.993724±0.0000, COVERAGE_ITEM: 0.438064±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123392±0.0006, SHANNON_ENTROPY: 9.237144±0.0049, 
CrossSearchBayesianSkopt: Config 112 is suboptimal. Config: {'topK': 184, 'shrink': 2000, 'normalize': False, 'alpha_weight': 1.18, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.077677±0.0008, PRECISION: 0.010648±0.0001, PRECISION_RECALL_MIN_DEN: 0.106481±0.0010, RECALL: 0.106481±0.0010, MAP: 0.055995±0.0008, MRR: 0.055995±0.0008, NDCG: 0.067932±0.0008, F1: 0.019360±0.0002, HIT_RATE: 0.106481±0.0010, ARHR: 0.055995±0.0008, RMSE: 0.908343±0.0029, NOVELTY: 0.005721±0.0000, AVERAGE_POPULARITY: 0.470957±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.943617±0.0003, DIVERSITY_HERFINDAHL: 0.994356±0.0000, COVERAGE_ITEM: 0.537021±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131762±0.0005, SHANNON_ENTROPY: 9.518281±0.0058, 
CrossSearchBayesianSkopt: Config 113 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.86, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.077806±0.0009, PRECISION: 0.010694±0.0001, PRECISION_RECALL_MIN_DEN: 0.106937±0.0011, RECALL: 0.106937±0.0011, MAP: 0.056066±0.0008, MRR: 0.056066±0.0008, NDCG: 0.068087±0.0009, F1: 0.019443±0.0002, HIT_RATE: 0.106937±0.0011, ARHR: 0.056066±0.0008, RMSE: 0.856874±0.0026, NOVELTY: 0.005852±0.0000, AVERAGE_POPULARITY: 0.434833±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.951233±0.0003, DIVERSITY_HERFINDAHL: 0.995118±0.0000, COVERAGE_ITEM: 0.716778±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.167746±0.0005, SHANNON_ENTROPY: 10.056607±0.0046, 
CrossSearchBayesianSkopt: Config 114 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.22, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053108±0.0005, PRECISION: 0.007360±0.0001, PRECISION_RECALL_MIN_DEN: 0.073596±0.0007, RECALL: 0.073596±0.0007, MAP: 0.038319±0.0007, MRR: 0.038319±0.0007, NDCG: 0.046640±0.0005, F1: 0.013381±0.0001, HIT_RATE: 0.073596±0.0007, ARHR: 0.038319±0.0007, RMSE: 0.869717±0.0015, NOVELTY: 0.006569±0.0000, AVERAGE_POPULARITY: 0.148096±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.995747±0.0001, DIVERSITY_HERFINDAHL: 0.999569±0.0000, COVERAGE_ITEM: 0.947315±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.479520±0.0010, SHANNON_ENTROPY: 13.089710±0.0036, 
CrossSearchBayesianSkopt: Config 115 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.86, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.077806±0.0009, PRECISION: 0.010694±0.0001, PRECISION_RECALL_MIN_DEN: 0.106937±0.0011, RECALL: 0.106937±0.0011, MAP: 0.056066±0.0008, MRR: 0.056066±0.0008, NDCG: 0.068087±0.0009, F1: 0.019443±0.0002, HIT_RATE: 0.106937±0.0011, ARHR: 0.056066±0.0008, RMSE: 0.856874±0.0026, NOVELTY: 0.005852±0.0000, AVERAGE_POPULARITY: 0.434833±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.951233±0.0003, DIVERSITY_HERFINDAHL: 0.995118±0.0000, COVERAGE_ITEM: 0.716778±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.167746±0.0005, SHANNON_ENTROPY: 10.056607±0.0046, 
CrossSearchBayesianSkopt: Config 116 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.62, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.075821±0.0008, PRECISION: 0.010378±0.0001, PRECISION_RECALL_MIN_DEN: 0.103782±0.0009, RECALL: 0.103782±0.0009, MAP: 0.055041±0.0009, MRR: 0.055041±0.0009, NDCG: 0.066561±0.0008, F1: 0.018869±0.0002, HIT_RATE: 0.103782±0.0009, ARHR: 0.055041±0.0009, RMSE: 0.838199±0.0023, NOVELTY: 0.006058±0.0000, AVERAGE_POPULARITY: 0.364573±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.966508±0.0002, DIVERSITY_HERFINDAHL: 0.996645±0.0000, COVERAGE_ITEM: 0.839957±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.238475±0.0005, SHANNON_ENTROPY: 10.923865±0.0029, 
CrossSearchBayesianSkopt: Config 117 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.86, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.077806±0.0009, PRECISION: 0.010694±0.0001, PRECISION_RECALL_MIN_DEN: 0.106937±0.0011, RECALL: 0.106937±0.0011, MAP: 0.056066±0.0008, MRR: 0.056066±0.0008, NDCG: 0.068087±0.0009, F1: 0.019443±0.0002, HIT_RATE: 0.106937±0.0011, ARHR: 0.056066±0.0008, RMSE: 0.856874±0.0026, NOVELTY: 0.005852±0.0000, AVERAGE_POPULARITY: 0.434833±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.951233±0.0003, DIVERSITY_HERFINDAHL: 0.995118±0.0000, COVERAGE_ITEM: 0.716778±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.167746±0.0005, SHANNON_ENTROPY: 10.056607±0.0046, 
CrossSearchBayesianSkopt: Config 118 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.86, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.077806±0.0009, PRECISION: 0.010694±0.0001, PRECISION_RECALL_MIN_DEN: 0.106937±0.0011, RECALL: 0.106937±0.0011, MAP: 0.056066±0.0008, MRR: 0.056066±0.0008, NDCG: 0.068087±0.0009, F1: 0.019443±0.0002, HIT_RATE: 0.106937±0.0011, ARHR: 0.056066±0.0008, RMSE: 0.856874±0.0026, NOVELTY: 0.005852±0.0000, AVERAGE_POPULARITY: 0.434833±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.951233±0.0003, DIVERSITY_HERFINDAHL: 0.995118±0.0000, COVERAGE_ITEM: 0.716778±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.167746±0.0005, SHANNON_ENTROPY: 10.056607±0.0046, 
CrossSearchBayesianSkopt: Config 119 is suboptimal. Config: {'topK': 166, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.86, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.078947±0.0009, PRECISION: 0.010796±0.0001, PRECISION_RECALL_MIN_DEN: 0.107962±0.0011, RECALL: 0.107962±0.0011, MAP: 0.056752±0.0009, MRR: 0.056752±0.0009, NDCG: 0.068871±0.0009, F1: 0.019629±0.0002, HIT_RATE: 0.107962±0.0011, ARHR: 0.056752±0.0009, RMSE: 0.864348±0.0028, NOVELTY: 0.005908±0.0000, AVERAGE_POPULARITY: 0.414064±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.957301±0.0003, DIVERSITY_HERFINDAHL: 0.995725±0.0000, COVERAGE_ITEM: 0.734447±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.177837±0.0005, SHANNON_ENTROPY: 10.265149±0.0068, 
CrossSearchBayesianSkopt: Config 120 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.86, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.061154±0.0012, PRECISION: 0.007345±0.0002, PRECISION_RECALL_MIN_DEN: 0.073448±0.0017, RECALL: 0.073448±0.0017, MAP: 0.047732±0.0010, MRR: 0.047732±0.0010, NDCG: 0.053961±0.0011, F1: 0.013354±0.0003, HIT_RATE: 0.073448±0.0017, ARHR: 0.047732±0.0010, RMSE: 0.977640±0.0013, NOVELTY: 0.006688±0.0000, AVERAGE_POPULARITY: 0.127688±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.965989±0.0003, DIVERSITY_HERFINDAHL: 0.996593±0.0000, COVERAGE_ITEM: 0.712290±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.279328±0.0005, SHANNON_ENTROPY: 11.447287±0.0090, 
CrossSearchBayesianSkopt: Config 121 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'alpha_weight': 0.02, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.020219±0.0002, PRECISION: 0.002496±0.0000, PRECISION_RECALL_MIN_DEN: 0.024957±0.0004, RECALL: 0.024957±0.0004, MAP: 0.014788±0.0003, MRR: 0.014788±0.0003, NDCG: 0.017255±0.0002, F1: 0.004538±0.0001, HIT_RATE: 0.024957±0.0004, ARHR: 0.014788±0.0003, RMSE: 5.837323±0.0360, NOVELTY: 0.007110±0.0000, AVERAGE_POPULARITY: 0.046344±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.727389±0.0007, DIVERSITY_HERFINDAHL: 0.972735±0.0001, COVERAGE_ITEM: 0.483839±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.154622±0.0004, SHANNON_ENTROPY: 8.328660±0.0054, 
CrossSearchBayesianSkopt: Config 122 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'alpha_weight': 0.84, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.050212±0.0003, PRECISION: 0.006264±0.0000, PRECISION_RECALL_MIN_DEN: 0.062638±0.0004, RECALL: 0.062638±0.0004, MAP: 0.036861±0.0005, MRR: 0.036861±0.0005, NDCG: 0.043091±0.0004, F1: 0.011389±0.0001, HIT_RATE: 0.062638±0.0004, ARHR: 0.036861±0.0005, RMSE: 11.504235±0.2243, NOVELTY: 0.007614±0.0000, AVERAGE_POPULARITY: 0.059074±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.678492±0.0017, DIVERSITY_HERFINDAHL: 0.967845±0.0002, COVERAGE_ITEM: 0.522119±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151827±0.0007, SHANNON_ENTROPY: 8.000379±0.0129, 
CrossSearchBayesianSkopt: Config 123 is suboptimal. Config: {'topK': 122, 'shrink': 2000, 'normalize': False, 'alpha_weight': 1.12, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.079933±0.0007, PRECISION: 0.010908±0.0001, PRECISION_RECALL_MIN_DEN: 0.109078±0.0006, RECALL: 0.109078±0.0006, MAP: 0.057720±0.0007, MRR: 0.057720±0.0007, NDCG: 0.069873±0.0007, F1: 0.019832±0.0001, HIT_RATE: 0.109078±0.0006, ARHR: 0.057720±0.0007, RMSE: 0.910639±0.0031, NOVELTY: 0.005861±0.0000, AVERAGE_POPULARITY: 0.422063±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.958149±0.0002, DIVERSITY_HERFINDAHL: 0.995809±0.0000, COVERAGE_ITEM: 0.616394±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153371±0.0007, SHANNON_ENTROPY: 10.028117±0.0060, 
CrossSearchBayesianSkopt: Config 124 is suboptimal. Config: {'topK': 123, 'shrink': 2000, 'normalize': False, 'alpha_weight': 0.72, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0672795483179414, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.078918±0.0009, PRECISION: 0.010718±0.0001, PRECISION_RECALL_MIN_DEN: 0.107176±0.0007, RECALL: 0.107176±0.0007, MAP: 0.057113±0.0009, MRR: 0.057113±0.0009, NDCG: 0.068970±0.0008, F1: 0.019487±0.0001, HIT_RATE: 0.107176±0.0007, ARHR: 0.057113±0.0009, RMSE: 0.863896±0.0026, NOVELTY: 0.006103±0.0000, AVERAGE_POPULARITY: 0.345600±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.972255±0.0001, DIVERSITY_HERFINDAHL: 0.997220±0.0000, COVERAGE_ITEM: 0.825001±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.233488±0.0009, SHANNON_ENTROPY: 11.029109±0.0054, 
